Fish #,day,mo,Date,    Species,location,Exposure,Relation to Farm,water temp,length cm,weight g,L/W.Ratio,W/L.Ratio,K(cond.Fac),lice/g,lice/g.trans,Farm.NoFarm,Lice.Y.N,Total lice,Tot.Lice.Trans,Intensity.Trans,<.>.1.6.per.g,Ch/ I-II-Lep,Ch/III-IV-Lep,unid subadult,CI-IV Caligus,preadult 1 Lep-male,preadult 1 Lep-female,preadult 2 Lep-male,preadult 2 Lep-female,unid adult,adult male-Lep,virgin-Lep,adult female non-gravid-Lep,gravid female-Lep ,adult male-Caligus,adult female-Caligus,gravid Caligus,   other comments,site of lice attachment,
201,13,6,2001-12-06,pink,Burdwood Islands,3,near farm,,4.9,1.89,2.593,0.386,1.606,4.23,0.718501688867274,Farm,Y,8,0.954242509439325,0.954242509439325,GT,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,black dents,,
202,13,6,2001-12-06,pink,Burdwood Islands,3,near farm,,5.7,1.88,3.032,0.330,1.015,4.25,0.720159303405957,Farm,Y,8,0.954242509439325,0.954242509439325,GT,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,pin pricks in flesh,
203,13,6,2001-12-06,pink,Burdwood Islands,3,near farm,,3.7,1.85,2.000,0.500,3.652,4.32,0.725911632295048,Farm,Y,8,0.954242509439325,0.954242509439325,GT,3,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,,
204,13,6,2001-12-06,pink,Burdwood Islands,3,near farm,,5.8,NA,NA,NA,NA,4.37,0.729974285699556,Farm,Y,8,0.954242509439325,0.954242509439325,GT,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,all transparent,,
205,13,6,2001-12-06,pink,Burdwood Islands,3,near farm,,5.7,1.80,3.167,0.316,0.972,4.44,0.73559889969818,Farm,Y,8,0.954242509439325,0.954242509439325,GT,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,all transparent,raw flesh,
206,13,6,2001-12-06,pink,Burdwood Islands,3,near farm,,5.7,1.68,3.393,0.295,0.907,4.76,0.760422483423212,Farm,Y,8,0.954242509439325,0.954242509439325,GT,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,
207,13,6,2001-12-06,pink,Burdwood Islands,3,near farm,,5.6,1.62,3.457,0.289,0.922,4.93,0.773054693364262,Farm,Y,8,0.954242509439325,0.954242509439325,GT,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,bite marks,
208,13,6,2001-12-06,pink,Burdwood Islands,3,near farm,,5.5,1.60,3.438,0.291,0.962,5,0.778151250383644,Farm,Y,8,0.954242509439325,0.954242509439325,GT,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,"red pinpricks and teeth marks, sub skin hemoraging",
209,13,6,2001-12-06,pink,Burdwood Islands,3,near farm,,5.5,1.60,3.438,0.291,0.962,5,0.778151250383644,Farm,Y,8,0.954242509439325,0.954242509439325,GT,0,5,1,0,1,5,3,1,0,0,0,0,0,0,0,0,one dark adult,"black dents, raw wounds",
210,13,6,2001-12-06,pink,Burdwood Islands,3,near farm,,5.4,1.58,3.418,0.293,1.003,5.06,0.782472624166286,Farm,Y,8,0.954242509439325,0.954242509439325,GT,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,rupture behind pec all above and this one are right pec only,
211,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.7,1.53,3.725,0.268,0.826,5.23,0.794488046659169,Farm,Y,8,0.954242509439325,0.954242509439325,GT,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,clean and bright,
212,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.0,1.46,3.425,0.292,1.168,5.48,0.811575005870593,Farm,Y,8,0.954242509439325,0.954242509439325,GT,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,all transparent,ravaged,
213,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.3,1.30,4.077,0.245,0.873,6.15,0.854306041801081,Farm,Y,8,0.954242509439325,0.954242509439325,GT,0,0,0,4,0,0,0,0,0,1,2,0,0,1,0,0,Caligus teres,silver bright,
214,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.0,1.25,4.000,0.250,1.000,6.4,0.869231719730976,Farm,Y,8,0.954242509439325,0.954242509439325,GT,5,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,all transparent,black dents,
215,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.0,1.21,4.132,0.242,0.968,6.61,0.881384656770573,Farm,Y,8,0.954242509439325,0.954242509439325,GT,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,ravaged,
216,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.5,1.17,4.701,0.213,0.703,6.84,0.894316062684438,Farm,Y,8,0.954242509439325,0.954242509439325,GT,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
217,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,4.7,1.05,4.476,0.223,1.011,7.62,0.935507265824713,Farm,Y,8,0.954242509439325,0.954242509439325,GT,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,all transparent,ravaged,
218,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.4,0.99,5.455,0.183,0.629,8.08,0.958085848521085,Farm,Y,8,0.954242509439325,0.954242509439325,GT,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,all transparent,one side only,
219,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,8.1,4.50,1.800,0.556,0.847,2,0.477121254719662,Farm,Y,9,1,1,GT,2,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,2 mate guarding pairs,"no adipose fin, open pin prick wounds",
220,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,8.5,4.42,1.923,0.520,0.720,2.04,0.482873583608754,Farm,Y,9,1,1,GT,5,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1 dark adult with 1.5cm tail,pinpricks,
221,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,7.5,3.02,2.483,0.403,0.716,2.98,0.599883072073688,Farm,Y,9,1,1,GT,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,clean and bright,
222,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,7.0,3.00,2.333,0.429,0.875,3,0.602059991327962,Farm,Y,9,1,1,GT,0,0,0,4,0,0,0,1,0,1,0,1,1,1,0,0,bleeding at base of pectoral fins,,
223,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,6.5,2.88,2.257,0.443,1.049,3.13,0.615950051656401,Farm,Y,9,1,1,GT,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,all transparent,raw wounds ruptured behind rt. Pec,
224,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,6.2,2.44,2.541,0.394,1.024,3.69,0.671172842715083,Farm,Y,9,1,1,GT,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
225,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,6.2,2.37,2.616,0.382,0.994,3.8,0.681241237375587,Farm,Y,9,1,1,GT,0,0,0,6,0,0,0,0,0,1,1,1,0,0,0,0,,,
226,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,6.0,2.19,2.740,0.365,1.014,4.12,0.709269960975831,Farm,Y,9,1,1,GT,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,,
227,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.6,2.13,2.629,0.380,1.213,4.23,0.718501688867274,Farm,Y,9,1,1,GT,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1 adult dark moutned behind the clear,bright clean,
228,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,6.2,2.09,2.967,0.337,0.877,4.31,0.725094521081469,Farm,Y,9,1,1,GT,4,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,adults dark 1cm tail 3mm tail,pinpricks,
229,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.6,2.06,2.718,0.368,1.173,4.37,0.729974285699556,Farm,Y,9,1,1,GT,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,all transparent,pinpricks,
230,13,6,2001-07-06,pink,Burdwood Islands,3,near farm,,6.4,2.05,3.122,0.320,0.782,4.39,0.731588765186739,Farm,Y,9,1,1,GT,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,clean and bright,
231,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,6.0,1.82,3.297,0.303,0.843,4.95,0.774516965728549,Farm,Y,9,1,1,GT,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,black pinpricks and scrapes,
232,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.6,1.77,3.164,0.316,1.008,5.08,0.783903579272735,Farm,Y,9,1,1,GT,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,all transparent,on ventral,
233,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.2,1.75,2.971,0.337,1.245,5.14,0.788168371141168,Farm,Y,9,1,1,GT,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,two large are dark,raw wounds,
234,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.2,1.75,2.971,0.337,1.245,5.14,0.788168371141168,Farm,Y,9,1,1,GT,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,"blue, clean and bright",
235,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,6.0,1.75,3.429,0.292,0.810,5.14,0.788168371141168,Farm,Y,9,1,1,GT,5,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,"adult has short tail, transparent",,
236,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.5,1.64,3.354,0.298,0.986,5.49,0.812244696800369,Farm,Y,9,1,1,GT,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,,
237,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.6,1.64,3.415,0.293,0.934,5.49,0.812244696800369,Farm,Y,9,1,1,GT,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,all transparent,,
238,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.7,1.59,3.585,0.279,0.859,5.66,0.823474229170301,Farm,Y,9,1,1,GT,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,all transparent,,
239,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.2,1.50,3.467,0.288,1.067,6,0.845098040014257,Farm,Y,9,1,1,GT,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,adult darkening with red/brown line,,
240,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.2,1.50,3.467,0.288,1.067,6,0.845098040014257,Farm,Y,9,1,1,GT,4,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,all transparent,,
241,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,6.2,1.50,4.133,0.242,0.629,6,0.845098040014257,Farm,Y,9,1,1,GT,5,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2 mediums dark,pinpricks,
242,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.2,1.44,3.611,0.277,1.024,6.25,0.860338006570994,Farm,Y,9,1,1,GT,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,ravaged,
243,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.2,1.44,3.611,0.277,1.024,6.25,0.860338006570994,Farm,Y,9,1,1,GT,1,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,all transparent,pinpricks,
244,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.2,1.40,3.714,0.269,0.996,6.43,0.870988813760575,Farm,Y,9,1,1,GT,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,all transparent,"bright, clean fish",
245,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,4.6,0.94,4.894,0.204,0.966,9.57,1.02407498730743,Farm,Y,9,1,1,GT,2,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,all transparent,1 med w/ brown stripe,
246,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,3.4,0.33,10.303,0.097,0.840,27.28,1.45147940512486,Farm,Y,9,1,1,GT,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,pinpricks,
247,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,5.7,2.42,2.355,0.425,1.307,3.72,0.673941998634088,No.Farm,Y,9,1,1,GT,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
248,14,6,2001-07-06,pink,Burdwood Islands,3,near farm,,7.0,3.28,2.134,0.469,0.956,3.05,0.607455023214668,Farm,Y,10,1.04139268515823,1.04139268515823,GT,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,pinpricks,
249,14,6,13/07/2001,pink,Burdwood Islands,3,near farm,,6.5,2.95,2.203,0.454,1.074,3.39,0.642464520242121,Farm,Y,10,1.04139268515823,1.04139268515823,GT,1,1,0,0,1,0,0,1,0,1,1,1,1,2,0,0,virgin lep in mouth head first,,
250,14,6,23/06/2001,pink,Burdwood Islands,3,near farm,,6.9,2.86,2.413,0.414,0.871,3.5,0.653212513775344,Farm,Y,10,1.04139268515823,1.04139268515823,GT,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,,,
251,14,6,24/06/2001,pink,Burdwood Islands,3,near farm,12.77,6.5,2.69,2.416,0.414,0.980,3.72,0.673941998634088,Farm,Y,10,1.04139268515823,1.04139268515823,GT,0,8,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1 Caligus teres female adult ,clean and bright,
252,14,6,29/06/2001,pink,Burdwood Islands,3,near farm,13.28,6.7,2.65,2.528,0.396,0.881,3.77,0.678518379040114,Farm,Y,10,1.04139268515823,1.04139268515823,GT,0,0,0,5,0,0,1,1,0,1,1,0,1,0,0,0,stage 2 male lep in pink's mouth caught from behind,silver bright,
253,14,6,24/06/2001,pink,Burdwood Islands,3,near farm,12.77,6.5,2.51,2.590,0.386,0.914,3.98,0.697229342759717,Farm,Y,10,1.04139268515823,1.04139268515823,GT,6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,
254,14,6,23/06/2001,pink,Burdwood Islands,3,near farm,,6.4,2.40,2.667,0.375,0.916,4.17,0.713490543093942,Farm,Y,10,1.04139268515823,1.04139268515823,GT,1,1,0,0,1,0,0,1,0,4,1,0,0,0,1,0,adult male guarding stage 2 preadult female,,
255,14,6,24/06/2001,pink,Burdwood Islands,3,near farm,12.77,6.2,2.29,2.707,0.369,0.961,4.37,0.729974285699556,Farm,Y,10,1.04139268515823,1.04139268515823,GT,0,0,0,6,1,0,0,1,0,1,0,1,0,0,0,0,,,
256,14,6,23/06/2001,pink,Burdwood Islands,3,near farm,,6.1,2.22,2.748,0.364,0.978,4.5,0.740362689494244,Farm,Y,10,1.04139268515823,1.04139268515823,GT,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,pinpricks,
257,14,6,13/07/2001,pink,Burdwood Islands,3,near farm,,6.2,2.19,2.831,0.353,0.919,4.57,0.745855195173729,Farm,Y,10,1.04139268515823,1.04139268515823,GT,3,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,all transparent,"black dent, raw wounds",
258,14,6,29/06/2001,pink,Burdwood Islands,3,near farm,13.28,6.2,2.18,2.844,0.352,0.915,4.59,0.747411807886423,Farm,Y,10,1.04139268515823,1.04139268515823,GT,2,0,0,0,3,0,0,0,0,1,3,1,0,0,0,0,,,
259,14,6,29/06/2001,pink,Burdwood Islands,3,near farm,13.28,5.4,2.13,2.535,0.394,1.353,4.7,0.755874855672491,Farm,Y,10,1.04139268515823,1.04139268515823,GT,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,all transparent,raw wounds,
260,14,6,30/06/2001,pink,Burdwood Islands,3,near farm,,5.9,2.09,2.823,0.354,1.018,4.78,0.761927838420529,Farm,Y,10,1.04139268515823,1.04139268515823,GT,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
261,14,6,24/06/2001,pink,Burdwood Islands,3,near farm,12.77,6.0,2.06,2.913,0.343,0.954,4.85,0.76715586608218,Farm,Y,10,1.04139268515823,1.04139268515823,GT,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,all transparent,"sores. Black dents, raw wounds",
262,14,6,29/06/2001,pink,Burdwood Islands,3,near farm,13.28,6.0,2.00,3.000,0.333,0.926,5,0.778151250383644,Farm,Y,10,1.04139268515823,1.04139268515823,GT,4,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,,black dents,
263,14,6,23/06/2001,pink,Burdwood Islands,3,near farm,,5.5,1.96,2.806,0.356,1.178,5.1,0.785329835010767,Farm,Y,10,1.04139268515823,1.04139268515823,GT,4,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,"adults darkening, brown strip",,
264,14,6,24/06/2001,pink,Burdwood Islands,3,near farm,12.77,6.0,1.95,3.077,0.325,0.903,5.13,0.787460474518415,Farm,Y,10,1.04139268515823,1.04139268515823,GT,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,raw wounds,to Ron Ptolmey
265,14,6,24/06/2001,pink,Burdwood Islands,3,near farm,12.77,5.9,1.93,3.057,0.327,0.940,5.18,0.790988475088816,Farm,Y,10,1.04139268515823,1.04139268515823,GT,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,,
266,14,6,24/06/2001,pink,Burdwood Islands,3,near farm,12.77,5.5,1.90,2.895,0.345,1.142,5.26,0.79657433321043,Farm,Y,10,1.04139268515823,1.04139268515823,GT,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,all transparent,ravaged,
267,14,6,23/06/2001,pink,Burdwood Islands,3,near farm,,5.7,1.90,3.000,0.333,1.026,5.26,0.79657433321043,Farm,Y,10,1.04139268515823,1.04139268515823,GT,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
268,14,6,24/06/2001,pink,Burdwood Islands,3,near farm,12.77,5.2,1.86,2.796,0.358,1.323,5.38,0.804820678721162,Farm,Y,10,1.04139268515823,1.04139268515823,GT,5,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,all transparent,,
269,14,6,24/06/2001,pink,Burdwood Islands,3,near farm,12.77,5.8,1.85,3.135,0.319,0.948,5.4,0.806179973983887,Farm,Y,10,1.04139268515823,1.04139268515823,GT,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,"pinpricks, rupture behing rt pec",
270,14,6,24/06/2001,pink,Burdwood Islands,3,near farm,12.77,5.7,1.76,3.239,0.309,0.950,5.68,0.824776462475545,Farm,Y,10,1.04139268515823,1.04139268515823,GT,2,2,0,0,2,1,1,0,0,1,0,1,0,0,0,0,adult lice mate guarding,open pin prick wounds,
271,14,6,23/06/2001,pink,Burdwood Islands,3,near farm,,5.5,1.74,3.161,0.316,1.046,5.75,0.829303772831025,Farm,Y,10,1.04139268515823,1.04139268515823,GT,4,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,"rupture behing rt pec fin, ravaged",
272,14,6,29/06/2001,pink,Burdwood Islands,3,near farm,13.28,5.5,1.70,3.235,0.309,1.022,5.88,0.837588438235511,Farm,Y,10,1.04139268515823,1.04139268515823,GT,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"one adult dark, the other clear, brown st.",,
273,14,6,29/06/2001,pink,Burdwood Islands,3,near farm,13.28,5.5,1.65,3.333,0.300,0.992,6.06,0.848804701051804,Farm,Y,10,1.04139268515823,1.04139268515823,GT,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,medium and large dark,clean and bright,
274,14,6,29/06/2001,pink,Burdwood Islands,3,near farm,13.28,6.5,1.64,3.963,0.252,0.597,6.1,0.851258348719075,Farm,Y,10,1.04139268515823,1.04139268515823,GT,0,1,0,0,4,3,0,2,0,0,0,0,0,0,0,0,all transparent,teeth rake marks across body midships,
275,14,6,24/06/2001,pink,Burdwood Islands,3,near farm,12.77,5.2,1.62,3.210,0.312,1.152,6.17,0.8555191556678,Farm,Y,10,1.04139268515823,1.04139268515823,GT,5,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,all transparent,ravaged,
276,14,6,23/06/2001,pink,Burdwood Islands,3,near farm,,5.0,1.60,3.125,0.320,1.280,6.25,0.860338006570994,Farm,Y,10,1.04139268515823,1.04139268515823,GT,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,raw wounds,
277,14,6,24/06/2001,pink,Burdwood Islands,3,near farm,12.77,5.2,1.25,4.160,0.240,0.889,8,0.954242509439325,Farm,Y,10,1.04139268515823,1.04139268515823,GT,5,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,all transparent,black dent,
278,14,6,29/06/2001,pink,Burdwood Islands,3,near farm,13.28,4.2,1.20,3.500,0.286,1.620,8.33,0.9698816437465,Farm,Y,10,1.04139268515823,1.04139268515823,GT,4,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,all transparent,"pinched, raked raw wounds, black dents",
279,14,6,23/06/2001,pink,Burdwood Islands,3,near farm,,4.7,1.11,4.234,0.236,1.069,9.01,1.00043407747932,Farm,Y,10,1.04139268515823,1.04139268515823,GT,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
280,14,6,23/06/2001,pink,Burdwood Islands,3,near farm,,4.2,0.88,4.773,0.210,1.188,11.36,1.0920184707528,Farm,Y,10,1.04139268515823,1.04139268515823,GT,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
281,14,6,30/06/2001,pink,Burdwood Islands,3,near farm,,3.9,0.85,4.588,0.218,1.433,11.76,1.10585067438514,Farm,Y,10,1.04139268515823,1.04139268515823,GT,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,all transparent,ravaged,
282,14,6,23/06/2001,pink,Burdwood Islands,3,near farm,,7.5,3.68,2.038,0.491,0.872,2.3,0.518513939877887,Farm,Y,11,1.07918124604762,1.07918124604762,GT,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,
283,14,6,23/06/2001,pink,Burdwood Islands,3,near farm,,6.2,3.24,1.914,0.523,1.359,3.4,0.643452676486187,Farm,Y,11,1.07918124604762,1.07918124604762,GT,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,all transparent,pinpricks,
284,14,6,2001-10-07,pink,Burdwood Islands,3,near farm,13.44,7.0,3.19,2.194,0.456,0.930,3.45,0.648360010980932,Farm,Y,11,1.07918124604762,1.07918124604762,GT,7,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,photo,,
285,14,6,29/06/2001,pink,Burdwood Islands,3,near farm,13.28,6.5,3.17,2.050,0.488,1.154,3.47,0.650307523131936,Farm,Y,11,1.07918124604762,1.07918124604762,GT,6,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,"one dark adult, one transparent",pinpricks,
286,14,6,29/06/2001,pink,Burdwood Islands,3,near farm,13.28,7.0,3.13,2.236,0.447,0.913,3.51,0.65417654187796,Farm,Y,11,1.07918124604762,1.07918124604762,GT,6,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,
287,14,6,29/06/2001,pink,Burdwood Islands,3,near farm,13.28,6.5,2.66,2.444,0.409,0.969,4.14,0.710963118995276,Farm,Y,11,1.07918124604762,1.07918124604762,GT,4,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,medium and large dark,clean and bright,
288,14,6,29/06/2001,pink,Burdwood Islands,3,near farm,13.28,6.0,2.54,2.362,0.423,1.176,4.33,0.726727209026572,Farm,Y,11,1.07918124604762,1.07918124604762,GT,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
289,14,6,15/06/2001,pink,"Clam Point, Tribune",3,between farms,,6.2,2.51,2.470,0.405,1.053,4.38,0.730782275666389,Farm,Y,11,1.07918124604762,1.07918124604762,GT,4,1,0,0,1,2,0,0,0,1,0,1,1,0,0,0,,,
290,14,6,15/06/2001,pink,"Clam Point, Tribune",3,between farms,,5.8,2.35,2.468,0.405,1.204,4.68,0.754348335711019,Farm,Y,11,1.07918124604762,1.07918124604762,GT,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,,
291,15,6,15/06/2001,pink,"Clam Point, Tribune",3,between farms,,5.5,2.28,2.412,0.415,1.370,4.82,0.764922984649888,Farm,Y,11,1.07918124604762,1.07918124604762,GT,2,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,all transparent,pinpricks and raw spots,
292,15,6,15/06/2001,pink,"Clam Point, Tribune",3,between farms,,6.0,2.28,2.632,0.380,1.056,4.82,0.764922984649888,Farm,Y,11,1.07918124604762,1.07918124604762,GT,4,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,,
293,15,6,15/06/2001,pink,"Clam Point, Tribune",3,between farms,,6.0,2.21,2.715,0.368,1.023,4.98,0.776701183988411,Farm,Y,11,1.07918124604762,1.07918124604762,GT,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,"pinpricks, robust fish",
294,15,6,15/06/2001,pink,"Clam Point, Tribune",3,between farms,,4.5,2.18,2.064,0.484,2.392,5.05,0.781755374652469,Farm,Y,11,1.07918124604762,1.07918124604762,GT,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
295,15,6,15/06/2001,pink,"Clam Point, Tribune",3,between farms,,6.3,2.13,2.958,0.338,0.852,5.16,0.789580712164425,Farm,Y,11,1.07918124604762,1.07918124604762,GT,2,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,dark,pinpricks,
296,15,6,15/06/2001,pink,"Clam Point, Tribune",3,between farms,,6.2,2.06,3.010,0.332,0.864,5.34,0.802089257881732,Farm,Y,11,1.07918124604762,1.07918124604762,GT,0,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,photos fish emaciated,,
297,15,6,15/06/2001,pink,"Clam Point, Tribune",3,between farms,,6.0,2.05,2.927,0.342,0.949,5.37,0.80413943233535,Farm,Y,11,1.07918124604762,1.07918124604762,GT,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,all transparent,"raw wounds,pinpricks, ruptured behing rt pec",
298,15,6,15/06/2001,pink,"Clam Point, Tribune",3,between farms,,5.5,2.03,2.709,0.369,1.220,5.42,0.807535028068853,Farm,Y,11,1.07918124604762,1.07918124604762,GT,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,dents,
299,15,6,15/06/2001,pink,"Clam Point, Tribune",3,between farms,,6.0,1.96,3.061,0.327,0.907,5.6,0.819543935541869,Farm,Y,11,1.07918124604762,1.07918124604762,GT,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
300,15,6,15/06/2001,pink,"Clam Point, Tribune",3,between farms,,5.9,1.91,3.089,0.324,0.930,5.76,0.829946695941636,Farm,Y,11,1.07918124604762,1.07918124604762,GT,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,clean and bright,
301,15,6,15/06/2001,pink,"Clam Point, Tribune",3,between farms,,5.7,1.86,3.065,0.326,1.004,5.91,0.839478047374198,Farm,Y,11,1.07918124604762,1.07918124604762,GT,4,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,,black dents,
302,15,6,15/06/2001,pink,"Clam Point, Tribune",3,between farms,,5.7,1.85,3.081,0.325,0.999,5.95,0.841984804590114,Farm,Y,11,1.07918124604762,1.07918124604762,GT,3,3,0,0,2,2,0,0,1,0,0,0,0,0,0,0,adult is black,,
