farm,year,month,inventory,lep_av,lep_tot,cal_av,cal_tot
Humphrey Rocks,2014,4,502048,0.00833333333333333,4183.73333333333,0,0
Humphrey Rocks,2014,5,499713,0.0416666666666667,20821.375,0,0
Humphrey Rocks,2014,6,463801,0.141666666666667,65705.1416666667,0,0
Humphrey Rocks,2014,7,415978,0.416666666666667,173324.166666667,0,0
Humphrey Rocks,2014,8,302415,0.466666666666667,141127,0.05,15120.75
Humphrey Rocks,2015,1,354549,0.25,88637.25,0.0333333333333333,11818.3
Humphrey Rocks,2015,2,1559006,0.266666666666667,415734.933333333,0.0166666666666667,25983.4333333333
Humphrey Rocks,2015,3,1550093,0.308333333333333,477945.341666667,0,0
Humphrey Rocks,2015,4,1539474,1.15,1770395.1,0.5,769737
Humphrey Rocks,2015,5,1534028,1.31666666666667,2019803.53333333,2.2,3374861.6
Humphrey Rocks,2015,6,1525782,0.516666666666667,788320.7,0.158333333333333,241582.15
Humphrey Rocks,2015,7,1524805,0.366666666666667,559095.166666667,0,0
Humphrey Rocks,2015,8,1070960,0.35,374836,0,0
Humphrey Rocks,2015,9,618438,0.25,154609.5,0,0
Humphrey Rocks,2015,10,617391,0.483333333333333,298405.65,0,0
Humphrey Rocks,2015,11,616600,1.38333333333333,852963.333333333,0.0166666666666667,10276.6666666667
Humphrey Rocks,2015,12,616225,1.9,1170827.5,0,0
Humphrey Rocks,2016,1,615466,2.7,1661758.2,0.0166666666666667,10257.7666666667
Humphrey Rocks,2016,2,614431,3.15,1935457.65,0.208333333333333,128006.458333333
Humphrey Rocks,2016,3,613614,0.633333333333333,388622.2,0.05,30680.7
Humphrey Rocks,2016,4,612484,0.494444444444444,302839.311111111,0,0
Humphrey Rocks,2016,5,567943,0.26,147665.18,0,0
Humphrey Rocks,2016,6,414518,0.133333333333333,55269.0666666667,0,0
Humphrey Rocks,2016,7,348383,0.108333333333333,37741.4916666667,0,0
Humphrey Rocks,2016,8,293852,0.125,36731.5,0,0
Humphrey Rocks,2017,6,825464,0.365650969529086,301831.711911357,0.0581717451523546,48018.6814404432
Humphrey Rocks,2017,7,823566,0.125,102945.75,0.0333333333333333,27452.2
Humphrey Rocks,2017,8,820392,0.16,131262.72,0.005,4101.96
Humphrey Rocks,2017,9,817866,0.16,130858.56,0,0
Humphrey Rocks,2017,10,813472,0.299807815502883,243885.263292761,0.0345932094811019,28140.6073030109
Humphrey Rocks,2017,11,805954,0.675,544018.95,0.01,8059.54
Humphrey Rocks,2017,12,797839,0.87037037037037,694415.425925926,0.00925925925925926,7387.39814814815
Humphrey Rocks,2018,1,723908,0.936363636363636,677841.127272727,0.0181818181818182,13161.9636363636
Humphrey Rocks,2018,2,671315,1.14375,767816.53125,0.1625,109088.6875
Humphrey Rocks,2018,3,661388,0.492857142857143,325969.8,0.0607142857142857,40155.7
Humphrey Rocks,2018,4,655709,0.113636363636364,74512.3863636364,0.0363636363636364,23843.9636363636
Humphrey Rocks,2018,5,652066,0.113636363636364,74098.4090909091,0,0
Humphrey Rocks,2018,6,647674,0.0916666666666667,59370.1166666667,0,0
Humphrey Rocks,2018,7,642650,0.065,41772.25,0,0
Humphrey Rocks,2018,8,634860,0.06,38091.6,0,0
Humphrey Rocks,2018,9,617589,0.045,27791.505,0,0
Humphrey Rocks,2018,10,523830,0.0590909090909091,30953.5909090909,0,0
Humphrey Rocks,2018,11,317756,0.0833333333333333,26479.6666666667,0,0
Humphrey Rocks,2018,12,112066,0.3,33619.8,0,0
Humphrey Rocks,2019,4,1033584,0,0,0.01,10335.84
Humphrey Rocks,2019,5,1174323,0.0214285714285714,25164.0642857143,0.128571428571429,150984.385714286
Humphrey Rocks,2019,6,1146219,0.228571428571429,261992.914285714,0.535714285714286,614045.892857143
Humphrey Rocks,2019,7,1104779,0.166666666666667,184129.833333333,0.0166666666666667,18412.9833333333
Humphrey Rocks,2019,8,1078980,0.115384615384615,124497.692307692,0,0
Humphrey Rocks,2019,9,1069587,0.105,112306.635,0,0
Humphrey Rocks,2019,10,1063145,0.229166666666667,243637.395833333,0.00416666666666667,4429.77083333333
Humphrey Rocks,2019,11,1031504,0.295,304293.68,0.235,242403.44
Humphrey Rocks,2019,12,707698,0.455,322002.59,0.96,679390.08
Larsen Island,2003,10,905736,1.83333333333333,1660516,0.433333333333333,392485.6
Larsen Island,2003,11,905146,5.13333333333333,4646416.13333333,4.86666666666667,4405043.86666667
Larsen Island,2004,5,1131827,0.483333333333333,547049.716666667,0.733333333333333,830006.466666667
Larsen Island,2004,6,1098589,0.816666666666667,897181.016666667,0.366666666666667,402815.966666667
Larsen Island,2004,7,1073949,0.4,429579.6,0.333333333333333,357983
Larsen Island,2004,8,1062696,0.833333333333333,885580,0.266666666666667,283385.6
Larsen Island,2004,9,1052302,0.566666666666667,596304.466666667,0.3,315690.6
Larsen Island,2004,10,1047948,1.03333333333333,1082879.6,0.166666666666667,174658
Larsen Island,2005,4,960413,1.66666666666667,1600688.33333333,0.208333333333333,200086.041666667
Larsen Island,2005,5,968685,0.5,484342.5,0.133333333333333,129158
Larsen Island,2005,6,957743,0.283333333333333,271360.516666667,0.333333333333333,319247.666666667
Larsen Island,2005,7,948433,0.658333333333333,624385.058333333,0.141666666666667,134361.341666667
Larsen Island,2005,8,944090,0.416666666666667,393370.833333333,0.1,94409
Larsen Island,2005,9,942133,1.38333333333333,1303283.98333333,0.0166666666666667,15702.2166666667
Larsen Island,2005,11,136554,6.65,908084.1,0.075,10241.55
Larsen Island,2005,12,136322,2.08333333333333,284004.166666667,0.0666666666666667,9088.13333333333
Larsen Island,2006,3,760486,0.383333333333333,291519.633333333,0.0333333333333333,25349.5333333333
Larsen Island,2006,4,1164685,0.591666666666667,689105.291666667,0.0833333333333333,97057.0833333333
Larsen Island,2006,5,1160492,0.675,783332.1,0.075,87036.9
Larsen Island,2006,7,1144786,0.375,429294.75,0.0583333333333333,66779.1833333333
Larsen Island,2006,8,1145810,0.45,515614.5,0,0
Larsen Island,2006,9,553024,0.6,331814.4,0.466666666666667,258077.866666667
Larsen Island,2007,3,956471,0.116666666666667,111588.283333333,0.05,47823.55
Larsen Island,2007,4,982952,0.766666666666667,753596.533333333,0.05,49147.6
Larsen Island,2007,5,1363287,1.01666666666667,1386008.45,0.2,272657.4
Larsen Island,2007,6,1360068,0.666666666666667,906712,0.316666666666667,430688.2
Larsen Island,2007,7,1314674,0.35,460135.9,0.116666666666667,153378.633333333
Larsen Island,2007,8,1273527,0.183333333333333,233479.95,0.2,254705.4
Larsen Island,2008,2,1224440,0.183333333333333,224480.666666667,0.0166666666666667,20407.3333333333
Larsen Island,2008,3,1203547,0.15,180532.05,0,0
Larsen Island,2008,4,1189950,0.5,594975,0.15,178492.5
Larsen Island,2008,5,1183990,0.366666666666667,434129.666666667,0.05,59199.5
Larsen Island,2008,6,1177349,0.225,264903.525,0.0916666666666667,107923.658333333
Larsen Island,2008,7,1172732,0.3,351819.6,0.05,58636.6
Larsen Island,2008,11,723149,0.05,36157.45,0.366666666666667,265154.633333333
Larsen Island,2008,12,1061364,0.0666666666666667,70757.6,0,0
Larsen Island,2009,1,1150033,0.15,172504.95,0,0
Larsen Island,2009,2,1145735,0.3,343720.5,1.15,1317595.25
Larsen Island,2009,3,1141488,0.316666666666667,361471.2,0.5,570744
Larsen Island,2009,4,1138670,0.266666666666667,303645.333333333,0.0833333333333333,94889.1666666667
Larsen Island,2009,5,1134814,0.208333333333333,236419.583333333,0.025,28370.35
Larsen Island,2009,6,1132748,0.183333333333333,207670.466666667,0.0333333333333333,37758.2666666667
Larsen Island,2009,12,1013630,0.0666666666666667,67575.3333333333,0.0166666666666667,16893.8333333333
Larsen Island,2010,1,1011512,0.316666666666667,320312.133333333,0.1,101151.2
Larsen Island,2010,2,763626,0.55,419994.3,0.333333333333333,254542
Larsen Island,2010,3,518834,0.55,285358.7,0.266666666666667,138355.733333333
Larsen Island,2010,4,515754,1.03333333333333,532945.8,0.866666666666667,446986.8
Larsen Island,2010,5,511332,1.96666666666667,1005619.6,0.8,409065.6
Larsen Island,2010,6,506678,0.425,215338.15,0.0916666666666667,46445.4833333333
Larsen Island,2012,11,231107,0.0666666666666667,15407.1333333333,0.0666666666666667,15407.1333333333
Larsen Island,2012,12,544053,0.283333333333333,154148.35,0.4,217621.2
Larsen Island,2013,1,537363,0.483333333333333,259725.45,0.433333333333333,232857.3
Larsen Island,2013,2,530878,0.716666666666667,380462.566666667,6.88333333333333,3654210.23333333
Larsen Island,2013,3,525891,0.415909090909091,218722.847727273,1.97727272727273,1039829.93181818
Larsen Island,2013,4,523561,1.025,536650.025,2.75833333333333,1444155.75833333
Larsen Island,2013,5,522371,1.00833333333333,526724.091666667,1.51666666666667,792262.683333333
Larsen Island,2013,6,521613,0.816666666666667,425983.95,1.76666666666667,921516.3
Larsen Island,2013,11,728291,0.2,145658.2,0.0833333333333333,60690.9166666667
Larsen Island,2013,12,970558,0.2,194111.6,0,0
Larsen Island,2014,1,963898,1.01666666666667,979962.966666667,0.383333333333333,369494.233333333
Larsen Island,2014,2,958110,0.2,191622,0,0
Larsen Island,2014,3,952944,0.925,881473.2,0.141666666666667,135000.4
Larsen Island,2014,4,946386,1.6,1514217.6,0.361111111111111,341750.5
Larsen Island,2014,5,936893,1.10833333333333,1038389.74166667,0.35,327912.55
Larsen Island,2014,6,929769,0.7,650838.3,0.175,162709.575
Larsen Island,2014,7,925202,0.45,416340.9,0.183333333333333,169620.366666667
Larsen Island,2014,8,640861,0.833333333333333,534050.833333333,0.183333333333333,117491.183333333
Larsen Island,2018,1,864094,0.04,34563.76,0.03,25922.82
Larsen Island,2018,2,1243225,0.116666666666667,145042.916666667,0.0944444444444444,117415.694444444
Larsen Island,2018,3,1327380,0.295,391577.1,0.075,99553.5
Larsen Island,2018,4,1318546,0.807692307692308,1064979.46153846,0.311538461538462,410777.792307692
Larsen Island,2018,5,1307096,0.578571428571429,756248.4,0.0357142857142857,46682
Larsen Island,2018,6,850895,0.4875,414811.3125,0.5125,436083.6875
Larsen Island,2018,7,490038,0.283333333333333,138844.1,0.616666666666667,302190.1
Larsen Island,2019,4,858564,0.133333333333333,114475.2,0.366666666666667,314806.8
Larsen Island,2019,5,828219,0.173913043478261,144038.086956522,0.0739130434782609,61216.1869565217
Larsen Island,2019,6,774648,0.48,371831.04,1.025,794014.2
Larsen Island,2019,7,734674,0.315,231422.31,0.85,624472.9
Larsen Island,2019,8,682437,0.6625,452114.5125,0.825,563010.525
Larsen Island,2019,9,614811,1.505,925290.555,1.965,1208103.615
Larsen Island,2019,12,746475,0.0333333333333333,24882.5,0,0
Midsummer Island,2003,12,210224,3.33333333333333,700746.666666667,1.43333333333333,301321.066666667
Midsummer Island,2004,1,420449,4,1681796,10.633333333333301,4470774.36666667
Midsummer Island,2004,2,420077,2.53333333333333,1064195.06666667,3.06666666666667,1288236.13333333
Midsummer Island,2004,3,419875,0.416666666666667,174947.916666667,0,0
Midsummer Island,2004,4,419677,0.1,41967.7,0.133333333333333,55956.9333333333
Midsummer Island,2004,5,419070,0.655555555555556,274723.666666667,1.91111111111111,800889.333333333
Midsummer Island,2004,6,417881,3.35,1399901.35,2.45833333333333,1027290.79166667
Midsummer Island,2004,7,416834,4.96666666666667,2070275.53333333,0.166666666666667,69472.3333333333
Midsummer Island,2004,8,416034,5.8,2412997.2,0.0333333333333333,13867.8
Midsummer Island,2004,9,414719,6.66666666666667,2764793.33333333,0.3,124415.7
Midsummer Island,2004,11,411159,19.0666666666667,7839431.6,1.53333333333333,630443.8
Midsummer Island,2004,12,410549,17.7333333333333,7280402.26666667,6.125,2514612.625
Midsummer Island,2005,1,410018,21.275,8723132.95,5.83333333333333,2391771.66666667
Midsummer Island,2005,2,409675,1.81818181818182,744863.636363636,0,0
Midsummer Island,2006,3,311555,0.15,46733.25,0,0
Midsummer Island,2006,4,622103,0.0166666666666667,10368.3833333333,0,0
Midsummer Island,2006,5,621479,0.383333333333333,238233.616666667,1.66666666666667,1035798.33333333
Midsummer Island,2006,6,620064,0.166666666666667,103344,0,0
Midsummer Island,2006,7,617728,2.28333333333333,1410478.93333333,1.45,895705.6
Midsummer Island,2006,8,556629,4.48333333333333,2495553.35,1.03333333333333,575183.3
Midsummer Island,2006,9,449714,4.825,2169870.05,0.175,78699.95
Midsummer Island,2006,10,411629,7.25833333333333,2987740.49166667,0.808333333333333,332733.441666667
Midsummer Island,2006,11,295232,10.85,3203267.2,0.433333333333333,127933.866666667
Midsummer Island,2006,12,175564,18.7166666666667,3285972.86666667,0,0
Midsummer Island,2007,9,278049,0.1,27804.9,0,0
Midsummer Island,2007,10,555308,0.283333333333333,157337.266666667,0,0
Midsummer Island,2007,11,554740,1.7,943058,1.11666666666667,619459.666666667
Midsummer Island,2007,12,554199,2.83333333333333,1570230.5,1.01666666666667,563435.65
Midsummer Island,2008,1,553774,2.48333333333333,1375205.43333333,1.61666666666667,895267.966666667
Midsummer Island,2008,2,553478,0.65,359760.7,0,0
Midsummer Island,2008,3,553278,0.15,82991.7,0,0
Midsummer Island,2008,4,552844,0.166666666666667,92140.6666666667,0,0
Midsummer Island,2008,5,552622,0.05,27631.1,0,0
Midsummer Island,2008,6,547164,0.133333333333333,72955.2,0.166666666666667,91194
Midsummer Island,2008,7,542955,0.133333333333333,72394,0.0666666666666667,36197
Midsummer Island,2008,8,542132,0.55,298172.6,0.0166666666666667,9035.53333333333
Midsummer Island,2008,9,540710,0.7,378497,0.0833333333333333,45059.1666666667
Midsummer Island,2008,10,539142,1.76666666666667,952484.2,0.283333333333333,152756.9
Midsummer Island,2008,11,538176,4.31666666666667,2323126.4,0.775,417086.4
Midsummer Island,2008,12,513679,5.09166666666667,2615482.24166667,0.841666666666667,432346.491666667
Midsummer Island,2009,1,309082,2.16666666666667,669677.666666667,0.233333333333333,72119.1333333333
Midsummer Island,2009,2,247716,1.73333333333333,429374.4,0.0916666666666667,22707.3
Midsummer Island,2009,10,214494,2.16666666666667,464737,0.433333333333333,92947.4
Midsummer Island,2009,11,428956,3.18333333333333,1365509.93333333,3.13333333333333,1344062.13333333
Midsummer Island,2009,12,428733,0.266666666666667,114328.8,0.0333333333333333,14291.1
Midsummer Island,2010,1,428645,0.1,42864.5,0.0333333333333333,14288.1666666667
Midsummer Island,2010,2,428368,0.133333333333333,57115.7333333333,0.233333333333333,99952.5333333333
Midsummer Island,2010,3,428283,0.433333333333333,185589.3,0.25,107070.75
Midsummer Island,2010,4,427948,1.76666666666667,756041.466666667,7.65,3273802.2
Midsummer Island,2010,5,427690,1.85,791226.5,4.71666666666667,2017271.16666667
Midsummer Island,2010,6,427440,0.466666666666667,199472,0,0
Midsummer Island,2010,7,427082,0.05,21354.1,0,0
Midsummer Island,2010,8,346366,0.116666666666667,40409.3666666667,0.166666666666667,57727.6666666667
Midsummer Island,2010,9,265467,0.583333333333333,154855.75,0.133333333333333,35395.6
Midsummer Island,2011,7,218134,0.166666666666667,36355.6666666667,0.233333333333333,50897.9333333333
Midsummer Island,2011,8,435970,0.883333333333333,385106.833333333,0.1,43597
Midsummer Island,2011,9,434817,4.675,2032769.475,0.308333333333333,134068.575
Midsummer Island,2011,10,434244,4.475,1943241.9,0.175,75992.7
Midsummer Island,2011,11,433918,4.8,2082806.4,3.78333333333333,1641656.43333333
Midsummer Island,2011,12,433654,1.6125,699267.075,0.0916666666666667,39751.6166666667
Midsummer Island,2012,1,433362,0.2,86672.4,0,0
Midsummer Island,2012,2,433114,0.0166666666666667,7218.56666666667,0.166666666666667,72185.6666666667
Midsummer Island,2012,3,432853,0.6,259711.8,0.425,183962.525
Midsummer Island,2012,4,432610,1.0675,461811.175,0.845,365555.45
Midsummer Island,2012,5,432119,2.14166666666667,925454.858333333,4.81388888888889,2080172.85277778
Midsummer Island,2012,6,431750,1.5,647625,5.66666666666667,2446583.33333333
Midsummer Island,2012,7,430645,1.75,753628.75,3.93333333333333,1693870.33333333
Midsummer Island,2012,9,352204,1.04298642533937,367343.990950226,0.375565610859729,132275.71040724
Midsummer Island,2013,11,450000,1.9,855000,0.233333333333333,105000
Midsummer Island,2013,12,451256,3.06666666666667,1383851.73333333,7.36666666666667,3324252.53333333
Midsummer Island,2014,1,451950,6.51666666666667,2945207.5,9.9,4474305
Midsummer Island,2014,2,451215,0.558333333333333,251928.375,0.025,11280.375
Midsummer Island,2014,3,450657,0.00833333333333333,3755.475,0,0
Midsummer Island,2014,4,449894,0,0,0,0
Midsummer Island,2014,5,449089,0.00833333333333333,3742.40833333333,0.0166666666666667,7484.81666666667
Midsummer Island,2014,6,448527,0.2,89705.4,0.633333333333333,284067.1
Midsummer Island,2014,7,447272,0.266666666666667,119272.533333333,0.45,201272.4
Midsummer Island,2014,8,445457,1.9,846368.3,0.883333333333333,393487.016666667
Midsummer Island,2014,9,443614,8.33333333333333,3696783.33333333,0.383333333333333,170052.033333333
Midsummer Island,2014,10,437741,11.6416666666667,5096034.80833333,0.475,207926.975
Midsummer Island,2014,11,435259,10.475,4559338.025,1.05833333333333,460649.108333333
Midsummer Island,2014,12,433971,13.325,5782663.575,1.89166666666667,820928.475
Midsummer Island,2015,1,432706,18.4666666666667,7990637.46666667,1.2,519247.2
Midsummer Island,2015,2,390390,14.8333333333333,5790785,1.625,634383.75
Midsummer Island,2015,3,336580,4.18611111111111,1408961.27777778,0.616666666666667,207557.666666667
Midsummer Island,2015,4,334094,0.158333333333333,52898.2166666667,0,0
Midsummer Island,2015,11,292030,2.18333333333333,637598.833333333,0.55,160616.5
Midsummer Island,2015,12,515552,2.3,1185769.6,1.2,618662.4
Midsummer Island,2016,1,514802,3.36666666666667,1733166.73333333,1.51666666666667,780783.033333333
Midsummer Island,2016,2,514134,3.85372340425532,1981330.2287234,21.7579787234043,11186516.6329787
Midsummer Island,2016,3,513518,1.375,706087.25,0.075,38513.85
Midsummer Island,2016,4,512479,0.25,128119.75,0.15,76871.85
Midsummer Island,2016,5,511129,0.333333333333333,170376.333333333,0.291666666666667,149079.291666667
Midsummer Island,2016,6,507942,0.15,76191.3,0.125,63492.75
Midsummer Island,2016,7,428119,0.0833333333333333,35676.5833333333,0.583333333333333,249736.083333333
Midsummer Island,2016,8,349605,1.18,412533.9,0.56,195778.8
Midsummer Island,2016,9,343911,2.15714285714286,741865.157142857,0.114285714285714,39304.1142857143
Midsummer Island,2016,10,300271,2.38333333333333,715645.883333333,0.25,75067.75
Midsummer Island,2016,11,269545,5.33333333333333,1437573.33333333,0.308333333333333,83109.7083333333
Midsummer Island,2016,12,238594,7.45833333333333,1779513.58333333,0.416666666666667,99414.1666666667
Midsummer Island,2017,1,110410,9.7,1070977,2.05,226340.5
Midsummer Island,2017,2,26646,2.56277056277056,68287.5844155844,0.0346320346320346,922.805194805195
Midsummer Island,2017,3,22569,1.14285714285714,25793.1428571429,0,0
Midsummer Island,2017,4,22332,0.825,18423.9,0.225,5024.7
Midsummer Island,2017,9,107112,0.35,37489.2,0.0166666666666667,1785.2
Midsummer Island,2017,10,213872,0.833333333333333,178226.666666667,0.283333333333333,60597.0666666667
Midsummer Island,2017,11,213322,3.59016393442623,765860.950819672,0.524590163934426,111906.62295082
Midsummer Island,2017,12,320365,3.015,965900.475,0.66,211440.9
Midsummer Island,2018,1,462252,3.425,1583213.1,3.38,1562411.76
Midsummer Island,2018,2,502325,2.43125,1221277.65625,3.625,1820928.125
Midsummer Island,2018,3,496118,0.92,456428.56,0.01,4961.18
Midsummer Island,2018,4,492334,0.18125,89235.5375,0.03125,15385.4375
Midsummer Island,2018,5,488416,0.09,43957.44,0.05,24420.8
Midsummer Island,2018,6,483502,0.181818181818182,87909.4545454545,0.0863636363636364,41756.9909090909
Midsummer Island,2018,7,478968,0.125,59871,0.025,11974.2
Midsummer Island,2018,9,404368,1.05,424586.4,0.128571428571429,51990.1714285714
