farm,year,month,inventory,lep_av,lep_tot,cal_av,cal_tot
Port Elizabeth,2018,9,463637,0.01875,8693.19375,0,0
Port Elizabeth,2018,10,461242,0.08125,37475.9125,0.0125,5765.525
Port Elizabeth,2018,11,457259,0.37,169185.83,0.51,233202.09
Port Elizabeth,2018,12,452965,0.609090909090909,275896.863636364,0.618181818181818,280014.727272727
Port Elizabeth,2019,1,446109,0.677272727272727,302137.459090909,1.87727272727273,837468.259090909
Port Elizabeth,2019,2,439088,0.735714285714286,323043.314285714,0.642857142857143,282270.857142857
Port Elizabeth,2019,3,435293,1.02083333333333,444361.604166667,1.14166666666667,496959.508333333
Port Elizabeth,2019,4,431309,0.222727272727273,96064.2772727273,0.0545454545454545,23525.9454545455
Port Elizabeth,2019,5,426788,0.0833333333333333,35565.6666666667,0.0388888888888889,16597.3111111111
Port Elizabeth,2019,11,503127,0,0,0.0214285714285714,10781.2928571429
Port Elizabeth,2019,12,720450,0.0416666666666667,30018.75,0.245833333333333,177110.625
Potts Bay,2003,10,6142,19.075,117158.65,11.825,72629.15
Potts Bay,2003,11,5686,3.46666666666667,19711.4666666667,3.7,21038.2
Potts Bay,2003,12,5520,8.06666666666667,44528,15.5333333333333,85744
Potts Bay,2004,1,3620,35.35,127967,28.9,104618
Potts Bay,2004,2,1739,10.8,18781.2,0.5,869.5
Potts Bay,2004,3,25215,0.783333333333333,19751.75,0.4,10086
Potts Bay,2004,4,19760,0.0833333333333333,1646.66666666667,0.05,988
Potts Bay,2004,5,25463,0.433333333333333,11033.9666666667,0.116666666666667,2970.68333333333
Potts Bay,2004,6,17259,0.583333333333333,10067.75,0.0166666666666667,287.65
Potts Bay,2004,7,1642,1.53333333333333,2517.73333333333,0,0
Potts Bay,2004,8,3590,0.8,2872,0,0
Potts Bay,2004,9,3304,2.15,7103.6,0.05,165.2
Potts Bay,2004,10,3192,9.45,30164.4,2.95,9416.4
Potts Bay,2004,11,2512,7.06666666666667,17751.4666666667,0,0
Potts Bay,2004,12,2318,3.15,7301.7,0,0
Potts Bay,2005,1,882,20.7,18257.4,0.6,529.2
Potts Bay,2005,3,26234,3.85,101000.9,0,0
Potts Bay,2005,5,13972,0.133333333333333,1862.93333333333,0,0
Potts Bay,2005,7,7328,0.666666666666667,4885.33333333333,0.0166666666666667,122.133333333333
Potts Bay,2005,8,5588,4.55,25425.4,0.1,558.8
Potts Bay,2005,9,1287,0.1,128.7,0,0
Potts Bay,2005,11,4158,2.25,9355.5,1.65,6860.7
Potts Bay,2006,1,2372,14.5833333333333,34591.6666666667,3.25,7709
Potts Bay,2006,3,14814,3.9,57774.6,0,0
Potts Bay,2006,4,14042,0.15,2106.3,0,0
Potts Bay,2006,5,11922,0.025,298.05,0,0
Potts Bay,2006,8,5310,3.95,20974.5,0.6,3186
Potts Bay,2006,10,4841,7.95,38485.95,5.125,24810.125
Potts Bay,2006,12,3792,10.6,40195.2,0.025,94.8
Potts Bay,2007,2,2278,3.4,7745.2,0.05,113.9
Potts Bay,2007,3,1495,0.55,822.25,0.45,672.75
Potts Bay,2007,4,7826,0,0,0.1,782.6
Potts Bay,2007,7,5558,0.35,1945.3,1.9,10560.2
Potts Bay,2007,9,4976,2.75,13684,0.1,497.6
Potts Bay,2007,10,4873,2.3,11207.9,0,0
Potts Bay,2007,11,4228,1.4,5919.2,0.25,1057
Potts Bay,2007,12,3724,4.15,15454.6,0,0
Potts Bay,2008,3,17900,4.4,78760,0,0
Potts Bay,2008,4,27624,0.9,24861.6,0,0
Potts Bay,2008,5,27462,0.2,5492.4,0.2,5492.4
Potts Bay,2008,6,24768,0.266666666666667,6604.8,0.116666666666667,2889.6
Potts Bay,2008,7,19612,0.15,2941.8,0.0333333333333333,653.733333333333
Potts Bay,2008,8,17484,0.125,2185.5,0.025,437.1
Potts Bay,2008,9,15592,0.35,5457.2,0,0
Potts Bay,2008,10,15268,0.85,12977.8,0,0
Potts Bay,2008,11,15137,2.15,32544.55,1.25,18921.25
Potts Bay,2009,2,19912,0.525,10453.8,0,0
Potts Bay,2009,3,14596,0,0,0,0
Potts Bay,2009,4,14580,0.116666666666667,1701,0,0
Potts Bay,2009,5,16335,0,0,0,0
Potts Bay,2009,6,11208,0.025,280.2,0,0
Potts Bay,2009,7,12238,0.45,5507.1,0.25,3059.5
Potts Bay,2009,8,12224,0.475,5806.4,0.1,1222.4
Potts Bay,2009,10,12184,2.85,34724.4,0,0
Potts Bay,2009,11,12109,7.95,96266.55,0.2,2421.8
Potts Bay,2009,12,13071,22.55,294751.05,4.25,55551.75
Potts Bay,2010,4,9851,0.25,2462.75,2.15,21179.65
Potts Bay,2010,5,16772,0.25,4193,0.375,6289.5
Potts Bay,2010,6,16106,0.3,4831.8,0.75,12079.5
Potts Bay,2010,7,15896,0.1,1589.6,0.125,1987
Potts Bay,2010,8,15322,0.2,3064.4,0.125,1915.25
Potts Bay,2010,9,15087,1.025,15464.175,0,0
Potts Bay,2010,10,17743,2.825,50123.975,0.15,2661.45
Potts Bay,2010,11,17546,3.75,65797.5,0.075,1315.95
Potts Bay,2011,1,16127,2.83333333333333,45693.1666666667,1.36666666666667,22040.2333333333
Potts Bay,2011,2,14914,0.85,12676.9,0,0
Potts Bay,2011,3,15888,0.0125,198.6,0.0875,1390.2
Potts Bay,2011,4,15857,0,0,0,0
Potts Bay,2011,5,15813,0.1125,1778.9625,0.125,1976.625
Potts Bay,2011,6,15777,0.207317073170732,3270.84146341463,0.231707317073171,3655.64634146341
Potts Bay,2011,7,14282,0.6,8569.2,0.05,714.1
Potts Bay,2011,8,14010,0.425,5954.25,0.4,5604
Potts Bay,2011,9,23644,4.525,106989.1,0.375,8866.5
Potts Bay,2011,10,33348,4.75,158403,0.3,10004.4
Potts Bay,2011,11,32908,4.38095238095238,144168.380952381,0.214285714285714,7051.71428571429
Potts Bay,2011,12,29848,6.5,194012,0.1,2984.8
Potts Bay,2012,2,8722,0.2,1744.4,0,0
Potts Bay,2012,11,16062,6.925,111229.35,0.025,401.55
Potts Bay,2012,12,16024,5.64166666666667,90402.0666666667,0.625,10015
Potts Bay,2013,1,14483,2.15,31138.45,0,0
Potts Bay,2013,2,14451,2.875,41546.625,0,0
Potts Bay,2013,3,11310,2.05,23185.5,0,0
Potts Bay,2013,4,5570,0,0,0,0
Potts Bay,2013,6,19265,0.0666666666666667,1284.33333333333,0.716666666666667,13806.5833333333
Potts Bay,2013,7,18916,0.783333333333333,14817.5333333333,0.1,1891.6
Potts Bay,2013,8,17872,0.516666666666667,9233.86666666667,0,0
Potts Bay,2013,9,17032,1.7,28954.4,0.0166666666666667,283.866666666667
Potts Bay,2013,10,16466,3.28333333333333,54063.3666666667,0,0
Potts Bay,2013,11,15256,4.98333333333333,76025.7333333333,0,0
Potts Bay,2013,12,15045,9.98360655737705,150203.360655738,5.16393442622951,77691.393442623
Potts Bay,2014,1,14646,7.61666666666667,111553.7,4.01666666666667,58828.1
Potts Bay,2014,2,15906,2.38333333333333,37909.3,0,0
Potts Bay,2014,3,22317,0,0,0,0
Potts Bay,2014,4,22368,0,0,0.0333333333333333,745.6
Potts Bay,2014,5,25993,0.0166666666666667,433.216666666667,0.0166666666666667,433.216666666667
Potts Bay,2014,6,25839,0.0166666666666667,430.65,0.45,11627.55
Potts Bay,2014,7,25490,0.416666666666667,10620.8333333333,0.266666666666667,6797.33333333333
Potts Bay,2014,8,24244,1.98333333333333,48083.9333333333,0.933333333333333,22627.7333333333
Potts Bay,2014,9,21216,5.86666666666667,124467.2,0.55,11668.8
Potts Bay,2014,10,19575,8.98333333333333,175848.75,0.708333333333333,13865.625
Potts Bay,2014,11,17607,1.5,26410.5,0.0166666666666667,293.45
Potts Bay,2014,12,20426,0.3,6127.8,0.0166666666666667,340.433333333333
Potts Bay,2015,1,16158,0,0,0,0
Potts Bay,2015,2,18894,0.333333333333333,6298,1.15,21728.1
Potts Bay,2015,3,21916,1.91805555555556,42036.1055555556,1.52638888888889,33452.3388888889
Potts Bay,2015,4,32414,3.175,102914.45,1.69166666666667,54833.6833333333
Potts Bay,2015,5,31766,0.475,15088.85,0.0166666666666667,529.433333333333
Potts Bay,2015,6,31446,0.525,16509.15,0.458333333333333,14412.75
Potts Bay,2015,7,27165,0.866666666666667,23543,0.0833333333333333,2263.75
Potts Bay,2015,8,25794,1.81666666666667,46859.1,0.433333333333333,11177.4
Potts Bay,2015,9,23546,2.23333333333333,52586.0666666667,0.25,5886.5
Potts Bay,2015,10,20167,3.08333333333333,62181.5833333333,0.466666666666667,9411.26666666667
Potts Bay,2015,11,15604,2.97,46343.88,0.535,8348.14
Potts Bay,2015,12,17607,2.85,50179.95,1.80833333333333,31839.325
Potts Bay,2016,1,20947,7.06388888888889,147967.280555556,4.69166666666667,98276.3416666667
Potts Bay,2016,2,21322,1.45,30916.9,0.2375,5063.975
Potts Bay,2016,3,18420,0.275,5065.5,0,0
Potts Bay,2016,4,19830,0.143250688705234,2840.66115702479,0,0
Potts Bay,2016,5,29395,0.0916666666666667,2694.54166666667,0.0833333333333333,2449.58333333333
Potts Bay,2016,6,27501,0.116666666666667,3208.45,0.283333333333333,7791.95
Potts Bay,2016,7,31764,0.633333333333333,20117.2,0.0444444444444444,1411.73333333333
Potts Bay,2016,8,23897,2.01666666666667,48192.2833333333,0.425,10156.225
Potts Bay,2016,9,22228,2.29545454545455,51023.3636363636,1.19545454545455,26572.5636363636
Potts Bay,2016,10,18818,1.21666666666667,22895.2333333333,0.0333333333333333,627.266666666667
Potts Bay,2016,11,24791,2.21713147410359,54964.906374502,0.747011952191235,18519.1733067729
Potts Bay,2016,12,15705,3.89166666666667,61118.625,1.20833333333333,18976.875
Potts Bay,2017,1,16278,6.29444444444444,102460.966666667,1.12222222222222,18267.5333333333
Potts Bay,2017,2,15645,3.96875,62091.09375,1.66875,26107.59375
Potts Bay,2017,3,16695,0.625,10434.375,0.02,333.9
Potts Bay,2017,4,21963,0.233333333333333,5124.7,0.141666666666667,3111.425
Potts Bay,2017,5,21107,0.06,1266.42,0.1,2110.7
Potts Bay,2017,6,20521,0.055,1128.655,0.245,5027.645
Potts Bay,2017,7,18806,0.2,3761.2,1.53636363636364,28892.8545454545
Potts Bay,2017,8,15924,0.65,10350.6,1.2875,20502.15
Potts Bay,2017,9,12994,2.21111111111111,28731.1777777778,1.66666666666667,21656.6666666667
Potts Bay,2017,10,12436,3.69591029023747,45962.3403693931,1.70778364116095,21237.9973614776
Potts Bay,2017,11,9513,4.18,39764.34,2.315,22022.595
Potts Bay,2017,12,8574,2.69166666666667,23078.35,0.783333333333333,6716.3
Potts Bay,2018,1,8514,0.175,1489.95,0.00833333333333333,70.95
Potts Bay,2018,2,8470,0.2375,2011.625,0.05,423.5
Sargeaunt Passage,2003,10,904215,0.2,180843,0,0
Sargeaunt Passage,2003,11,800326,0.333333333333333,266775.333333333,0,0
Sargeaunt Passage,2004,1,767396,0.833333333333333,639496.666666667,0.6,460437.6
Sargeaunt Passage,2004,2,766364,1.23333333333333,945182.266666667,0.233333333333333,178818.266666667
Sargeaunt Passage,2004,3,764228,2.25,1719513,0.466666666666667,356639.733333333
Sargeaunt Passage,2004,4,761474,6.46666666666667,4924198.53333333,0.633333333333333,482266.866666667
Sargeaunt Passage,2004,5,759102,3.26666666666667,2479733.2,0.0333333333333333,25303.4
Sargeaunt Passage,2004,6,749067,0.433333333333333,324595.7,0,0
Sargeaunt Passage,2004,7,352971,0,0,0,0
Sargeaunt Passage,2004,8,710234,0,0,0,0
Sargeaunt Passage,2004,9,713379,0,0,0,0
Sargeaunt Passage,2004,10,677930,0,0,0,0
Sargeaunt Passage,2004,11,587959,0.133333333333333,78394.5333333333,0,0
Sargeaunt Passage,2004,12,402742,0.566666666666667,228220.466666667,0.0333333333333333,13424.7333333333
Sargeaunt Passage,2005,1,150014,1.15,172516.1,0,0
Sargeaunt Passage,2005,2,26843,3.21666666666667,86344.9833333333,0,0
Sargeaunt Passage,2005,5,580381,0.0166666666666667,9673.01666666667,0,0
Sargeaunt Passage,2005,6,579174,0.0666666666666667,38611.6,0,0
Sargeaunt Passage,2005,7,574617,0.00833333333333333,4788.475,0,0
Sargeaunt Passage,2005,8,567100,0.0125,7088.75,0,0
Sargeaunt Passage,2005,9,565979,0.0375,21224.2125,0,0
Sargeaunt Passage,2005,10,566502,0.0333333333333333,18883.4,0,0
Sargeaunt Passage,2005,11,611262,0.128571428571429,78590.8285714286,0.00714285714285714,4366.15714285714
Sargeaunt Passage,2005,12,644924,0.1875,120923.25,0,0
Sargeaunt Passage,2006,1,717441,0.73125,524628.73125,0.26875,192812.26875
Sargeaunt Passage,2006,2,735886,5.35,3936990.1,0.71875,528918.0625
Sargeaunt Passage,2006,3,734783,5.51666666666667,4053552.88333333,0.404166666666667,296974.795833333
Sargeaunt Passage,2006,4,732951,0.375,274856.625,0.0125,9161.8875
Sargeaunt Passage,2006,5,732157,0.145833333333333,106772.895833333,0.0208333333333333,15253.2708333333
Sargeaunt Passage,2006,6,731329,0.0866666666666667,63381.8466666667,0.00666666666666667,4875.52666666667
Sargeaunt Passage,2006,7,730642,0.0833333333333333,60886.8333333333,0,0
Sargeaunt Passage,2006,8,727008,0.05,36350.4,0.00625,4543.8
Sargeaunt Passage,2006,9,706458,0.0666666666666667,47097.2,0,0
Sargeaunt Passage,2006,10,515168,0.0625,32198,0,0
Sargeaunt Passage,2006,11,427103,0.2,85420.6,0.0166666666666667,7118.38333333333
Sargeaunt Passage,2006,12,426413,0.583333333333333,248740.916666667,0.15,63961.95
Sargeaunt Passage,2007,1,323392,0.85,274883.2,0.05,16169.6
Sargeaunt Passage,2007,2,325209,1.3,422771.7,0.175,56911.575
Sargeaunt Passage,2007,3,261132,2.33333333333333,609308,0,0
Sargeaunt Passage,2007,4,279524,4.05,1132072.2,1.05,293500.2
Sargeaunt Passage,2007,7,35332,0.05,1766.6,0.1,3533.2
Sargeaunt Passage,2007,8,210031,0.3,63009.3,0,0
Sargeaunt Passage,2007,9,503174,0.333333333333333,167724.666666667,0,0
Sargeaunt Passage,2007,10,656539,0.2,131307.8,0.0833333333333333,54711.5833333333
Sargeaunt Passage,2007,11,655800,0.216666666666667,142090,0.0333333333333333,21860
Sargeaunt Passage,2007,12,655671,0.5,327835.5,0.0833333333333333,54639.25
Sargeaunt Passage,2008,1,655456,0.583333333333333,382349.333333333,0.15,98318.4
Sargeaunt Passage,2008,3,655002,0.1,65500.2,0.0166666666666667,10916.7
Sargeaunt Passage,2008,4,654836,0.0166666666666667,10913.9333333333,0,0
Sargeaunt Passage,2008,5,654318,0.0333333333333333,21810.6,0.316666666666667,207200.7
Sargeaunt Passage,2008,6,786097,0.0166666666666667,13101.6166666667,0.0333333333333333,26203.2333333333
Sargeaunt Passage,2008,7,901321,0,0,0,0
Sargeaunt Passage,2008,8,900680,0.05,45034,0,0
Sargeaunt Passage,2008,9,830306,0.0166666666666667,13838.4333333333,0,0
Sargeaunt Passage,2008,10,829192,0.05,41459.6,0,0
Sargeaunt Passage,2008,11,828084,0.266666666666667,220822.4,0.116666666666667,96609.8
Sargeaunt Passage,2008,12,678392,0.433333333333333,293969.866666667,0.183333333333333,124371.866666667
Sargeaunt Passage,2009,1,508169,0.516666666666667,262553.983333333,0.0833333333333333,42347.4166666667
Sargeaunt Passage,2009,7,621261,0.0833333333333333,51771.75,0,0
Sargeaunt Passage,2009,8,873427,0.0333333333333333,29114.2333333333,0,0
Sargeaunt Passage,2009,9,872877,0.0833333333333333,72739.75,0,0
Sargeaunt Passage,2009,10,872226,0.25,218056.5,0.0166666666666667,14537.1
Sargeaunt Passage,2009,11,871628,0.2,174325.6,0.166666666666667,145271.333333333
Sargeaunt Passage,2009,12,870261,0.0666666666666667,58017.4,0,0
Sargeaunt Passage,2010,1,867054,0,0,0,0
Sargeaunt Passage,2010,2,862393,0,0,0.0166666666666667,14373.2166666667
Sargeaunt Passage,2010,3,860694,0,0,0.05,43034.7
Sargeaunt Passage,2010,4,858150,0.05,42907.5,0.0166666666666667,14302.5
Sargeaunt Passage,2010,5,856984,0.266666666666667,228529.066666667,0.0666666666666667,57132.2666666667
Sargeaunt Passage,2010,6,853574,0.2,170714.8,0.05,42678.7
Sargeaunt Passage,2010,7,850196,0.233333333333333,198379.066666667,0,0
Sargeaunt Passage,2010,8,804794,0.116666666666667,93892.6333333333,0,0
Sargeaunt Passage,2010,9,467026,0.15,70053.9,0,0
Sargeaunt Passage,2011,5,1386050,0,0,0,0
Sargeaunt Passage,2011,6,1383444,0.025,34586.1,0,0
Sargeaunt Passage,2011,7,1378792,0.0166666666666667,22979.8666666667,0,0
Sargeaunt Passage,2011,8,1375298,0.0166666666666667,22921.6333333333,0,0
Sargeaunt Passage,2011,9,1371396,0,0,0,0
Sargeaunt Passage,2011,10,1368582,0.05,68429.1,0,0
Sargeaunt Passage,2011,11,1365494,0.05,68274.7,0,0
Sargeaunt Passage,2011,12,1363432,0.0222222222222222,30298.4888888889,0.188888888888889,257537.155555556
Sargeaunt Passage,2012,1,1359495,0.161157024793388,219092.169421488,0.0247933884297521,33706.4876033058
Sargeaunt Passage,2012,2,1176315,0.15,176447.25,0.266666666666667,313684
Sargeaunt Passage,2012,3,1118700,0,0,0,0
Sargeaunt Passage,2012,4,998245,0.00707547169811321,7063.05424528302,0,0
Sargeaunt Passage,2012,5,945095,0,0,0,0
Sargeaunt Passage,2012,6,738650,0.00833333333333333,6155.41666666667,0,0
Sargeaunt Passage,2012,7,737655,0.0333333333333333,24588.5,0,0
Sargeaunt Passage,2012,9,734313,0,0,0,0
Sargeaunt Passage,2012,10,729265,0.0107334525939177,7827.5313059034,0,0
Sargeaunt Passage,2012,11,718905,0.0333333333333333,23963.5,0,0
Sargeaunt Passage,2012,12,714256,0.0666666666666667,47617.0666666667,0,0
Sargeaunt Passage,2013,8,814364,0.0666666666666667,54290.9333333333,0,0
Sargeaunt Passage,2013,9,813337,0.1,81333.7,0,0
Sargeaunt Passage,2013,10,812901,0.6,487740.6,0.0166666666666667,13548.35
Sargeaunt Passage,2013,11,812127,1.03333333333333,839197.9,0.0166666666666667,13535.45
Sargeaunt Passage,2013,12,811236,0.866666666666667,703071.2,0.116666666666667,94644.2
Sargeaunt Passage,2014,1,809991,2.46666666666667,1997977.8,0.0333333333333333,26999.7
Sargeaunt Passage,2014,2,808743,0.533333333333333,431329.6,0,0
Sargeaunt Passage,2014,3,807882,0.025,20197.05,0,0
Sargeaunt Passage,2014,4,806892,0.0416666666666667,33620.5,0,0
Sargeaunt Passage,2014,5,802866,0,0,0,0
Sargeaunt Passage,2014,6,790804,0,0,0,0
Sargeaunt Passage,2014,7,787177,0.0333333333333333,26239.2333333333,0,0
Sargeaunt Passage,2014,8,784965,0.0166666666666667,13082.75,0,0
Sargeaunt Passage,2014,9,779864,0.0666666666666667,51990.9333333333,0,0
Sargeaunt Passage,2015,9,895558,0.0166666666666667,14925.9666666667,0,0
Sargeaunt Passage,2015,10,893790,0.15,134068.5,0,0
Sargeaunt Passage,2015,11,892743,0.116666666666667,104153.35,0,0
Sargeaunt Passage,2015,12,890785,0.0666666666666667,59385.6666666667,0,0
Sargeaunt Passage,2016,1,890354,1.10277777777778,981862.605555556,1.18055555555556,1051112.36111111
Sargeaunt Passage,2016,2,888935,1.85,1644529.75,0.175,155563.625
Sargeaunt Passage,2016,3,887961,1.41666666666667,1257944.75,0.108333333333333,96195.775
Sargeaunt Passage,2016,4,886280,0.144444444444444,128018.222222222,0.00555555555555556,4923.77777777778
Sargeaunt Passage,2016,6,678616,0.161111111111111,109332.577777778,0.0222222222222222,15080.3555555556
Sargeaunt Passage,2016,7,583031,0.00833333333333333,4858.59166666667,0,0
Sargeaunt Passage,2016,8,418756,0.0166666666666667,6979.26666666667,0,0
Sargeaunt Passage,2017,3,1384239,0.08125,112469.41875,0.01875,25954.48125
Sargeaunt Passage,2017,4,1515911,0.155714285714286,236048.998571429,0.611428571428571,926871.297142857
Sargeaunt Passage,2017,5,1506708,0.2,301341.6,1.07,1612177.56
Sargeaunt Passage,2017,6,1498399,0.15,224759.85,0.157692307692308,236285.996153846
Sargeaunt Passage,2017,7,1494962,0.065,97172.53,0.035,52323.67
Sargeaunt Passage,2017,8,1493021,0.0333333333333333,49767.3666666667,0,0
Sargeaunt Passage,2017,9,817642,0.0181818181818182,14866.2181818182,0.00454545454545455,3716.55454545455
Sargeaunt Passage,2017,10,815526,0.08,65242.08,0.035,28543.41
Sargeaunt Passage,2017,11,812844,0.235,191018.34,0.03,24385.32
Sargeaunt Passage,2017,12,808370,0.285344827586207,230664.198275862,0.19051724137931,154008.422413793
Sargeaunt Passage,2018,1,801097,0.335,268367.495,0.44,352482.68
Sargeaunt Passage,2018,2,793307,0.518181818181818,411077.263636364,0.204545454545455,162267.340909091
Sargeaunt Passage,2018,3,787056,0.385,303016.56,0.045,35417.52
Sargeaunt Passage,2018,4,784263,0.135,105875.505,0.005,3921.315
Sargeaunt Passage,2018,5,780816,0.0863636363636364,67434.1090909091,0,0
Sargeaunt Passage,2018,6,778133,0.055,42797.315,0,0
Sargeaunt Passage,2018,7,698365,0.0214285714285714,14964.9642857143,0,0
Sargeaunt Passage,2018,8,523478,0.00833333333333333,4362.31666666667,0,0
Sargeaunt Passage,2018,9,292990,0.05,14649.5,0,0
Sargeaunt Passage,2019,2,1517795,0.0125,18972.4375,0,0
Sargeaunt Passage,2019,3,1575936,0.0461538461538462,72735.5076923077,0.15,236390.4
Sargeaunt Passage,2019,4,1570583,0.085,133499.555,0.22,345528.26
Sargeaunt Passage,2019,5,1563592,0.4,625436.8,0.720833333333333,1127089.23333333
Sargeaunt Passage,2019,6,1556312,0.21875,340443.25,0.2375,369624.1
Sargeaunt Passage,2019,7,1550567,0.134615384615385,208730.173076923,0.00769230769230769,11927.4384615385
Sargeaunt Passage,2019,8,1540596,0.065,100138.74,0,0
Sargeaunt Passage,2019,9,1536385,0.0142857142857143,21948.3571428571,0,0
Sargeaunt Passage,2019,10,1533275,0.108333333333333,166104.791666667,0,0
Sargeaunt Passage,2019,11,1306060,0.129166666666667,168699.416666667,0.1625,212234.75
Sargeaunt Passage,2019,12,902038,0.13,117264.94,0.48,432978.24
Sir Edmund Bay,2004,2,293013,3.23333333333333,947408.7,0.416666666666667,122088.75
Sir Edmund Bay,2004,3,256592,4.83739837398374,1241237.72357724,0.609756097560976,156458.536585366
Sir Edmund Bay,2004,4,237863,10.883333333333301,2588742.31666667,0.0833333333333333,19821.9166666667
Sir Edmund Bay,2004,8,611419,6.45238095238095,3945108.30952381,0.0317460317460317,19410.126984127
Sir Edmund Bay,2004,9,610822,3.11904761904762,1905182.9047619,0.0476190476190476,29086.7619047619
Sir Edmund Bay,2004,10,610210,0.0317460317460317,19371.746031746,0.0158730158730159,9685.87301587302
Sir Edmund Bay,2004,11,609517,0.116666666666667,71110.3166666667,0.0333333333333333,20317.2333333333
Sir Edmund Bay,2004,12,608814,0.126984126984127,77309.7142857143,0.0158730158730159,9663.71428571428
Sir Edmund Bay,2005,1,608128,0.7,425689.6,0.0333333333333333,20270.9333333333
Sir Edmund Bay,2005,2,606565,0.316666666666667,192078.916666667,0,0
Sir Edmund Bay,2005,3,605356,1.2,726427.2,0,0
Sir Edmund Bay,2005,4,604383,4.59166666666667,2775125.275,0.141666666666667,85620.925
Sir Edmund Bay,2005,5,591561,4.70833333333333,2785266.375,0.0583333333333333,34507.725
Sir Edmund Bay,2005,6,557591,3.8,2118845.8,0.0166666666666667,9293.18333333333
Sir Edmund Bay,2005,7,495904,0.55,272747.2,0,0
Sir Edmund Bay,2006,2,567579,5.48333333333333,3112224.85,0.2,113515.8
Sir Edmund Bay,2006,3,566713,8.13333333333333,4609265.73333333,0.283333333333333,160568.683333333
Sir Edmund Bay,2006,4,563464,1.46666666666667,826413.866666667,0,0
Sir Edmund Bay,2006,5,561655,0.166666666666667,93609.1666666667,0.0166666666666667,9360.91666666667
Sir Edmund Bay,2006,6,560856,0.116666666666667,65433.2,0,0
Sir Edmund Bay,2006,7,560519,0.05,28025.95,0,0
Sir Edmund Bay,2006,8,560010,0.0666666666666667,37334,0,0
Sir Edmund Bay,2006,9,559375,0.883333333333333,494114.583333333,0,0
Sir Edmund Bay,2006,10,558672,4.23333333333333,2365044.8,0.1,55867.2
Sir Edmund Bay,2006,11,557326,2.31666666666667,1291138.56666667,0.266666666666667,148620.266666667
Sir Edmund Bay,2006,12,556660,3.16666666666667,1762756.66666667,0.0166666666666667,9277.66666666667
Sir Edmund Bay,2007,1,555988,0.4,222395.2,0,0
Sir Edmund Bay,2007,2,523499,0.366666666666667,191949.633333333,0,0
Sir Edmund Bay,2007,3,483650,0.766666666666667,370798.333333333,0,0
Sir Edmund Bay,2007,4,432439,1.5,648658.5,0,0
Sir Edmund Bay,2007,5,403458,1.025,413544.45,0,0
Sir Edmund Bay,2007,11,200357,0.0666666666666667,13357.1333333333,0.0666666666666667,13357.1333333333
Sir Edmund Bay,2007,12,600163,0.3,180048.9,0.116666666666667,70019.0166666667
Sir Edmund Bay,2008,1,599502,0.783333333333333,469609.9,0.533333333333333,319734.4
Sir Edmund Bay,2008,2,599098,1.01666666666667,609082.966666667,0.65,389413.7
Sir Edmund Bay,2008,3,598795,0.883333333333333,528935.583333333,0.766666666666667,459076.166666667
Sir Edmund Bay,2008,4,598541,2.5,1496352.5,0.733333333333333,438930.066666667
Sir Edmund Bay,2008,5,598131,2.51666666666667,1505296.35,0.633333333333333,378816.3
Sir Edmund Bay,2008,6,597528,0.0166666666666667,9958.8,0,0
Sir Edmund Bay,2008,7,597024,0,0,0,0
Sir Edmund Bay,2008,8,596274,0.0333333333333333,19875.8,0,0
Sir Edmund Bay,2008,9,568608,0.0333333333333333,18953.6,0,0
Sir Edmund Bay,2009,3,0,0.166666666666667,0,0,0
Sir Edmund Bay,2009,4,388113,0.0166666666666667,6468.55,0,0
Sir Edmund Bay,2009,5,387492,0,0,0.0333333333333333,12916.4
Sir Edmund Bay,2009,6,387104,0.0166666666666667,6451.73333333333,0,0
Sir Edmund Bay,2009,7,386692,0.0166666666666667,6444.86666666667,0,0
Sir Edmund Bay,2009,8,386324,0.0833333333333333,32193.6666666667,0,0
Sir Edmund Bay,2009,9,385954,0.05,19297.7,0,0
Sir Edmund Bay,2010,6,271321,0.1,27132.1,0.025,6783.025
Sir Edmund Bay,2010,7,294352,0.167857142857143,49409.0857142857,0.0214285714285714,6307.54285714286
Sir Edmund Bay,2010,8,294120,0.177777777777778,52288,0.00555555555555556,1634
Sir Edmund Bay,2010,9,293728,0.454545454545455,133512.727272727,0.00454545454545455,1335.12727272727
Sir Edmund Bay,2010,10,293296,0.36875,108152.9,0.05625,16497.9
Sir Edmund Bay,2010,11,292939,0.563636363636364,165111.072727273,0,0
Sir Edmund Bay,2010,12,292413,0.494444444444444,144581.983333333,0.111111111111111,32490.3333333333
Sir Edmund Bay,2011,1,291768,0.605,176519.64,0.185,53977.08
Sir Edmund Bay,2011,2,257826,1.48333333333333,382441.9,0.133333333333333,34376.8
Sir Edmund Bay,2011,11,499360,0.15,74904,0.15,74904
Sir Edmund Bay,2011,12,494441,0.364285714285714,180117.792857143,0.264285714285714,130673.692857143
Sir Edmund Bay,2012,1,484344,0.183333333333333,88796.4,0.316666666666667,153375.6
Sir Edmund Bay,2012,2,480471,0.433333333333333,208204.1,1.60833333333333,772757.525
Sir Edmund Bay,2012,3,476536,0.620833333333333,295849.433333333,0.941666666666667,448738.066666667
Sir Edmund Bay,2012,7,457478,0,0,0,0
Sir Edmund Bay,2012,8,456504,0,0,0,0
Sir Edmund Bay,2012,9,455676,0,0,0,0
Sir Edmund Bay,2012,10,455459,0.00833333333333333,3795.49166666667,0,0
