#,Farm # on  Map,Date,Month,Year,age (d in SW),Year class,SW entry date,# fish,Chalimus/ fish,Motile L.s./ fish,Female L.s./ fish,Fe L.s. 3-month series,L. salmonis estimate type,Caligus/ fish,Treatment,T (°C),Salinity (ppt),Comments,# Motiles (L.salmonis),# Female L.salmonis,# Caligus spp.,0.4*(# Caligus/ farm)
2202,23,Jun-08,Jun,2008,,,,,,,,,,,,,,,,,,
2203,23,Jul-08,Jul,2008,,,,,,,,,,,,,,,,,,
2204,23,Aug-08,Aug,2008,244,1,Dec-07,"577,000",,0.09,0.00,,t,0.00,,,,moved from farm #25,"51,930",0,0,0
2205,23,Sep-08,Sep,2008,275,1,Dec-07,"576,000",0.00,0.09,0.00,,,0.00,,,,,"51,840",0,0,0
2206,23,Oct-08,Oct,2008,305,1,Dec-07,"575,000",0.00,0.52,0.00,0,,0.00,,,,,"299,000",0,0,0
2207,23,Nov-08,Nov,2008,336,1,Dec-07,"574,000",2.28,0.95,0.16,0,,0.12,,,,,"545,300","91,840","68,880","27,552"
2208,23,Dec-08,Dec,2008,366,2,Dec-07,"574,000",6.50,0.53,0.12,0,,0.83,,,,,"306,133","66,967","478,333","191,333"
2209,23,Jan-09,Jan,2009,397,2,Dec-07,"573,294",4.30,0.82,0.41,2,,0.13,1,,,,"470,101","235,051","74,528","29,811"
2210,23,Feb-09,Feb,2009,428,2,Dec-07,"572,645",0.13,0.20,0.12,0,,0.02,,,,,"114,529","68,717","11,453","4,581"
2211,23,Mar-09,Mar,2009,456,2,Dec-07,"572,123",0.00,0.08,0.00,0,,0.03,,,,,"45,770",0,"17,164","6,865"
2212,23,Apr-09,Apr,2009,487,2,Dec-07,"571,504",0.05,0.03,0.00,0,,0.00,,,,,"17,145",0,0,0
2213,23,May-09,May,2009,517,2,Dec-07,"571,233",0.00,0.10,0.00,0,,0.00,,,,,"57,123",0,0,0
2214,23,Jun-09,Jun,2009,548,2,Dec-07,"570,831",0.15,0.08,0.04,0,,0.02,,,,,"45,666","22,833","11,417","4,567"
2215,23,Jul-09,Jul,2009,602,2,Nov-07,"570,620",0.00,0.00,0.00,0,,0.00,,,,,0,0,0,0
2216,23,Aug-09,Aug,2009,633,2,Nov-07,"504,636",0.00,0.00,0.00,0,,0.00,,,,,0,0,0,0
2217,23,Sep-09,Sep,2009,664,2,Nov-07,"433,580",0.10,0.05,0.02,0,,0.00,,,,,"21,679","8,672",0,0
2218,23,Oct-09,Oct,2009,694,2,Nov-07,"432,918",0.23,0.17,0.08,0,,0.00,,,,,"73,596","34,633",0,0
2219,23,Nov-09,Nov,2009,725,2,Nov-07,"432,389",0.95,1.53,0.60,,,0.00,,,,,"662,852","259,433",0,0
2220,23,Dec-09,Dec,2009,755,2,Nov-07,"300,000",,2.90,1.12,,h,0.00,,,,no count  harvesting,"868,800","336,000",0,0
2221,24,Jan-00,Jan,2000,,,,,,,,,,,,,,,,,,
2222,24,Feb-00,Feb,2000,,,,,,,,,,,,,,,,,,
2223,24,Mar-00,Mar,2000,,,,,,,,,,,,,,,,,,
2224,24,Apr-00,Apr,2000,0,1,Apr-00,"415,179",,,,,,,,,,smolt entry,,,,
2225,24,May-00,May,2000,30,1,Apr-00,"593,435",,,,,,,,,,,,,,
2226,24,Jun-00,Jun,2000,61,1,Apr-00,"588,636",,,,,,,,,,,,,,
2227,24,Jul-00,Jul,2000,91,1,Apr-00,"570,702",,,,,,,,,,,,,,
2228,24,Aug-00,Aug,2000,122,1,Apr-00,"552,339",,,,,,,,,,,,,,
2229,24,Sep-00,Sep,2000,153,1,Apr-00,"549,009",,,,,,,,,,,,,,
2230,24,Oct-00,Oct,2000,183,1,Apr-00,"545,809",,,,,,,,,,,,,,
2231,24,Nov-00,Nov,2000,214,1,Apr-00,"544,275",,,,,,,,,,,,,,
2232,24,Dec-00,Dec,2000,244,1,Apr-00,"543,078",,,,,,,,,,,,,,
2233,24,Jan-01,Jan,2001,275,1,Apr-00,"542,706",,,,,,,,8,,,,,,
2234,24,Feb-01,Feb,2001,306,1,Apr-00,"542,694",,,,,,,,,,,,,,
2235,24,Mar-01,Mar,2001,334,1,Apr-00,"542,325",34.8,11.3,4,,,1.4,,,,,"6,128,273","2,169,300","759,255","303,702"
2236,24,Apr-01,Apr,2001,365,2,Apr-00,"541,593",,,4.6,,3,1.1,,,,,,"2,491,328","595,752","238,301"
2237,24,May-01,May,2001,395,2,Apr-00,"541,166",,,5.2,,3,0.8,,,,,,"2,814,063","432,933","173,173"
2238,24,Jun-01,Jun,2001,426,2,Apr-00,"521,006",,,5.8,,3,0.4,,8.9,,,,"3,021,835","208,402","83,361"
2239,24,Jul-01,Jul,2001,456,2,Apr-00,"516,827",4.75,13.7,6.4,,,0,,,,,"7,080,530","3,307,693",0,0
2240,24,Aug-01,Aug,2001,487,2,Apr-00,"515,914",,,,,,,,9.5,,,,,,
2241,24,Sep-01,Sep,2001,518,2,Apr-00,"514,996",,,,,,,,9.2,,,,,,
2242,24,Oct-01,Oct,2001,548,2,Apr-00,"513,975",,,,,,,,8.6,,,,,,
2243,24,Nov-01,Nov,2001,579,2,Apr-00,"513,352",,,,,,,,8.2,,,,,,
2244,24,Dec-01,Dec,2001,609,2,Apr-00,"428,765",,,,,,,,7.5,,Harvest started,,,,
2245,24,Jan-02,Jan,2002,640,2,Apr-00,"427,779",,,,,,,,,,,,,,
2246,24,Feb-02,Feb,2002,671,2,Apr-00,"426,940",,,,,,,,7.1,,,,,,
2247,24,Mar-02,Mar,2002,699,2,Apr-00,"337,843",,,,,,,,7,,,,,,
2248,24,Apr-02,Apr,2002,730,3,Apr-00,"322,113",,,,,,,,7.8,,,,,,
2249,24,May-02,May,2002,760,3,Apr-00,"209,355",,,,,,,,8.1,,,,,,
2250,24,Jun-02,Jun,2002,791,3,Apr-00,"50,489",,,,,,,,,,,,,,
2251,24,Jul-02,Jul,2002,,,,,,,,,,,,,,Harvest complete,,,,
2252,24,Aug-02,Aug,2002,,,,,,,,,,,,,,,,,,
2253,24,Sep-02,Sep,2002,,,,,,,,,,,,,,,,,,
2254,24,Oct-02,Oct,2002,,,,,,,,,,,,,,,,,,
2255,24,Nov-02,Nov,2002,,,,,,,,,,,,,,,,,,
2256,24,Dec-02,Dec,2002,244,1,Apr-02,"538,353",,1.80,0.85,,t,0.00,,,,Fish from farm #20; counts are based on Dec 2002 counts at farm #20,"969,035","457,600",0,0
2257,24,Jan-03,Jan,2003,275,1,Apr-02,"571,020",30.8,3.9,0.9,,,0.6,,7.6,,,"2,226,978","513,918","342,612","137,045"
2258,24,Feb-03,Feb,2003,306,1,Apr-02,"570,429",20.2,3.1,1,2,,0,1,7.7,,,"1,768,330","570,429",0,0
2259,24,Mar-03,Mar,2003,334,1,Apr-02,"569,254",0.05,0.35,0.20,0,,0.00,,7.7,33,,"199,239","113,851",0,0
2260,24,Apr-03,Apr,2003,365,2,Apr-02,"567,913",1.70,0.35,0.10,0,,1.15,,8,33,,"198,770","56,791","653,100","261,240"
2261,24,May-03,May,2003,395,2,Apr-02,"560,000",2.20,0.05,0.00,0,,4.45,,8.5,32.5,,"28,000",0,"2,492,000","996,800"
2262,24,Jun-03,Jun,2003,426,2,Apr-02,"545,000",1.10,0.17,0.00,0,,8.37,,9.2,33,,"92,650",0,"4,561,650","1,824,660"
2263,24,Jul-03,Jul,2003,456,2,Apr-02,"535,000",0.20,0.40,0.10,0,,4.40,,9.4,33,,"214,000","53,500","2,354,000","941,600"
2264,24,Aug-03,Aug,2003,487,2,Apr-02,"524,251",1.00,1.50,0.50,,,14.00,,9.6,33,,"786,377","262,126","7,339,514","2,935,806"
2265,24,Sep-03,Sep,2003,518,2,Apr-02,"520,000",,6.11,2.46,,1,9.01,,,,,"3,174,600","1,276,600","4,685,200","1,874,080"
2266,24,Oct-03,Oct,2003,548,2,Apr-02,"512,000",2.38,10.71,4.41,,,4.02,,,21.83,,"5,483,520","2,257,920","2,058,240","823,296"
2267,24,Nov-03,Nov,2003,579,2,Apr-02,"505,873",4.76,17.26,8.32,0,,6.66,,8.2,33,harvesting,"8,731,368","4,208,863","3,369,114","1,347,646"
2268,24,Dec-03,Dec,2003,609,2,Apr-02,"386,115",1.57,19.27,10.33,0,,9.33,,7.5,33,harvesting,"7,440,436","3,988,568","3,602,453","1,440,981"
2269,24,Jan-04,Jan,2004,640,2,Apr-02,"348,700",8.93,20.87,10.33,2,,2.23,1,7.3,33,harvesting,"7,277,369","3,602,071","777,601","311,040"
2270,24,Feb-04,Feb,2004,671,2,Apr-02,"158,375",0.40,4.40,2.00,,,0.50,,7.3,33,harvesting,"696,850","316,750","79,188","31,675"
2271,24,Mar-04,Mar,2004,700,2,Apr-02,"50,000",,,0.20,,h,0.10,,,,,,"10,000","5,000","2,000"
2272,24,Apr-04,Apr,2004,,,,,,,,,,,,,,,,,,
2273,24,May-04,May,2004,,,,,,,,,,,,,,,,,,
2274,24,Jun-04,Jun,2004,,,,,,,,,,,,,,,,,,
2275,24,Jul-04,Jul,2004,,,,,,,,,,,,,,,,,,
2276,24,Aug-04,Aug,2004,,,,,,,,,,,,,,,,,,
2277,24,Sep-04,Sep,2004,,,,,,,,,,,,,,,,,,
2278,24,Oct-04,Oct,2004,243,1,Feb-04,"457,482",,1.03,0.33,,t,0.17,,,,transferred from farm #25; counts are from farm #25 counts for Oct 2004,"471,206","150,969","77,772","31,109"
2279,24,Nov-04,Nov,2004,274,1,Feb-04,"510,412",1.97,0.63,0.27,,,0.23,,8.3,30.2,,"321,560","137,811","117,395","46,958"
2280,24,Dec-04,Dec,2004,304,1,Feb-04,"537,253",13.08,5.12,2.58,0,,2.77,,8,31,,"2,750,735","1,386,113","1,488,191","595,276"
2281,24,Jan-05,Jan,2005,335,1,Feb-04,"537,253",18.75,8.23,3.65,0,,4.62,,7,31,,"4,421,592","1,960,973","2,482,109","992,844"
2282,24,Feb-05,Feb,2005,366,2,Feb-04,"536,340",11.13,8.57,5.40,2,,1.30,1,7,31,,"4,596,434","2,896,236","697,242","278,897"
2283,24,Mar-05,Mar,2005,394,2,Feb-04,"535,999",0.03,2.32,1.15,0,,0.02,,8,32,,"1,243,518","616,399","10,720","4,288"
2284,24,Apr-05,Apr,2005,425,2,Feb-04,"535,562",0.02,0.12,0.05,0,,0.03,,8,32,,"64,267","26,778","16,067","6,427"
2285,24,May-05,May,2005,455,2,Feb-04,"534,616",5.62,0.17,0.05,0,,0.00,,9,32,,"90,885","26,731",0,0
2286,24,Jun-05,Jun,2005,486,2,Feb-04,"532,532",7.58,1.50,0.87,0,,0.00,,10,32,,"798,798","463,303",0,0
2287,24,Jul-05,Jul,2005,516,2,Feb-04,"531,767",2.93,2.70,0.93,0,,0.57,,10,32,,"1,435,771","494,543","303,107","121,243"
2288,24,Aug-05,Aug,2005,547,2,Feb-04,"530,325",8.85,1.62,0.93,0,,0.12,,10,32,,"859,127","493,202","63,639","25,456"
2289,24,Sep-05,Sep,2005,578,2,Feb-04,"529,236",3.08,11.47,7.65,1,,0.05,,9,31,,"6,070,337","4,048,655","26,462","10,585"
2290,24,Oct-05,Oct,2005,608,2,Feb-04,"484,691",4.51,11.59,7.33,0,,0.83,,9,32,,"5,617,569","3,552,785","402,294","160,917"
2291,24,Nov-05,Nov,2005,639,2,Feb-04,"498,549",3.92,5.67,3.93,1,,4.02,,8,32,,"2,826,773","1,959,298","2,004,167","801,667"
2292,24,Dec-05,Dec,2005,669,2,Feb-04,"497,827",1.57,17.83,11.03,2,,0.18,1,8,32,,"8,876,255","5,491,032","89,609","35,844"
2293,24,Jan-06,Jan,2006,700,2,Feb-04,"362,271",0.00,0.08,0.03,0,,0.00,,8,32,,"28,982","10,868",0,0
2294,24,Feb-06,Feb,2006,731,3,Feb-04,"187,512",0.15,0.00,0.00,,,0.25,,7,32,,0,0,"46,878","18,751"
2295,24,Mar-06,Mar,2006,759,3,Feb-04,"46,089",,,0.03,,h,0.40,,,,,,"1,383","18,436","7,374"
2296,24,Apr-06,Apr,2006,,,,,,,,,,,,,,,,,,
2297,24,May-06,May,2006,,,,,,,,,,,,,,,,,,
2298,24,Jun-06,Jun,2006,,,,,,,,,,,,,,,,,,
2299,24,Jul-06,Jul,2006,242,1,Nov-05,"556,347",2.05,0.28,0.03,,,0.05,,9,31,Transferred from farm #17,"155,777","16,690","27,817","11,127"
2300,24,Aug-06,Aug,2006,273,1,Nov-05,"578,546",2.03,0.27,0.02,0,,0.73,,9,31,,"154,279","9,642","424,267","169,707"
2301,24,Sep-06,Sep,2006,304,1,Nov-05,"576,520",32.18,2.18,0.53,0,,1.23,,9,31,,"1,256,814","305,556","709,120","283,648"
2302,24,Oct-06,Oct,2006,334,1,Nov-05,"575,752",19.37,3.47,1.18,0,,1.58,,9,31,,"1,997,859","679,387","909,688","363,875"
2303,24,Nov-06,Nov,2006,365,2,Nov-05,"575,227",13.55,3.28,1.42,0,,1.66,,8,32,,"1,888,662","814,905","953,918","381,567"
2304,24,Dec-06,Dec,2006,395,2,Nov-05,"574,794",9.71,4.72,2.29,0,,2.26,,7,32,,"2,713,028","1,316,278","1,299,034","519,614"
2305,24,Jan-07,Jan,2007,426,2,Nov-05,"574,401",8.78,7.63,3.57,2,,1.63,1,7,32,,"4,384,594","2,048,697","933,402","373,361"
2306,24,Feb-07,Feb,2007,457,2,Nov-05,"574,018",1.02,1.88,0.63,0,,0.23,,7,32,,"1,079,154","361,631","132,024","52,810"
2307,24,Mar-07,Mar,2007,485,2,Nov-05,"590,113",0.22,0.35,0.17,0,,0.10,,7,31,,"206,540","100,319","59,011","23,605"
2308,24,Apr-07,Apr,2007,516,2,Nov-05,"594,993",0.10,0.00,0.00,0,,0.00,,8,32,,0,0,0,0
2309,24,May-07,May,2007,546,2,Nov-05,"574,204",2.38,0.00,0.00,0,,0.12,,8,32,,0,0,"68,904","27,562"
2310,24,Jun-07,Jun,2007,577,2,Nov-05,"572,539",9.23,0.10,0.02,0,,0.75,,8,32,,"57,254","11,451","429,404","171,762"
2311,24,Jul-07,Jul,2007,607,2,Nov-05,"571,950",2.40,0.55,0.17,0,,0.57,,9,31,,"314,573","97,232","326,012","130,405"
2312,24,Aug-07,Aug,2007,638,2,Nov-05,"571,138",1.10,0.42,0.17,0,,0.60,,9,32,,"239,878","97,093","342,683","137,073"
2313,24,Sep-07,Sep,2007,669,2,Nov-05,"569,707",0.97,1.07,0.82,0,,0.00,,9,32,,"609,586","467,160",0,0
2314,24,Oct-07,Oct,2007,699,2,Nov-05,"502,394",0.92,1.07,0.70,0,,0.55,,8,M,,"537,562","351,676","276,317","110,527"
2315,24,Nov-07,Nov,2007,730,3,Nov-05,"279,776",0.67,1.12,0.72,,,0.18,,7,M,,"313,349","201,439","50,360","20,144"
2316,24,Dec-07,Dec,2007,760,3,Nov-05,"127,937",,,0.80,,h,0.18,,,,,,"102,350","23,029","9,211"
2317,24,Jan-08,Jan,2008,,,,,,,,,,,,,,,,,,
2318,24,Feb-08,Feb,2008,,,,,,,,,,,,,,,,,,
2319,24,Mar-08,Mar,2008,,,,,,,,,,,,,,,,,,
2320,24,Apr-08,Apr,2008,,,,,,,,,,,,,,,,,,
2321,24,May-08,May,2008,,,,,,,,,,,,,,,,,,
2322,24,Jun-08,Jun,2008,,,,,,,,,,,,,,,,,,
2323,24,Jul-08,Jul,2008,,,,,,,,,,,,,,,,,,
2324,24,Aug-08,Aug,2008,274,1,Nov-07,"623,000",,0.49,0.07,,t,0.00,,,,transferred from farm #17 24 July 2008,"302,155","40,495",0,0
2325,24,Sep-08,Sep,2008,305,1,Nov-07,"622,000",2.50,0.90,0.10,,,0.00,,,,,"559,800","62,200",0,0
2326,24,Oct-08,Oct,2008,335,1,Nov-07,"621,000",8.70,1.27,0.23,0,,0.25,,,,,"788,670","142,830","155,250","62,100"
2327,24,Nov-08,Nov,2008,366,2,Nov-07,"621,000",10.98,3.08,1.08,0,,0.03,,,,,"1,912,680","670,680","18,630","7,452"
2328,24,Dec-08,Dec,2008,396,2,Nov-07,"620,000",11.95,3.41,0.90,1,,0.00,1,,,,"2,114,200","558,000",0,0
2329,24,Jan-09,Jan,2009,427,2,Nov-07,"619,570",0.93,1.55,1.44,2,,0.55,,,,,"960,334","892,181","340,764","136,305"
2330,24,Feb-09,Feb,2009,458,2,Nov-07,"619,373",0.10,0.77,0.41,0,,0.03,,,,,"476,917","253,943","18,581","7,432"
2331,24,Mar-09,Mar,2009,486,2,Nov-07,"618,827",0.25,0.58,0.29,0,,0.03,,,,,"358,920","179,460","18,565","7,426"
2332,24,Apr-09,Apr,2009,517,2,Nov-07,"618,562",0.72,0.05,0.00,0,,0.00,,,,,"30,928",0,0,0
2333,24,May-09,May,2009,547,2,Nov-07,"618,228",3.36,0.38,0.05,0,,0.80,,,,,"234,927","30,911","494,582","197,833"
2334,24,Jun-09,Jun,2009,578,2,Nov-07,"617,976",5.15,0.07,0.03,0,,1.20,,,,,"43,258","18,539","741,571","296,628"
2335,24,Jul-09,Jul,2009,602,2,Nov-07,"617,709",2.47,0.03,0.02,0,,1.70,,,,,"18,531","12,354","1,050,105","420,042"
2336,24,Aug-09,Aug,2009,633,2,Nov-07,"617,120",1.52,0.47,0.15,0,,0.25,,,,,"288,195","92,568","154,280","61,712"
2337,24,Sep-09,Sep,2009,664,2,Nov-07,"616,492",1.40,1.65,1.22,0,,0.00,,,,,"1,017,212","752,120",0,0
2338,24,Oct-09,Oct,2009,694,2,Nov-07,"616,468",2.90,3.97,2.50,0,,0.00,,,,,"2,447,378","1,541,170",0,0
2339,24,Nov-09,Nov,2009,725,2,Nov-07,"616,232",1.67,5.38,2.50,0,,2.75,1,,,,"3,315,328","1,540,580","1,694,638","677,855"
2340,24,Dec-09,Dec,2009,755,2,Nov-07,"615,961",1.24,2.95,1.59,,,0.64,,,,,"1,817,085","979,378","394,215","157,686"
2341,25,Jan-00,Jan,2000,699,2,Feb-98,"177,796",,,,,,,,,,harvesting,,,,
2342,25,Feb-00,Feb,2000,730,3,Feb-98,"163,050",,,,,,,,,,,,,,
2343,25,Mar-00,Mar,2000,759,3,Feb-98,"112,953",,,,,,,,,,,,,,
2344,25,Apr-00,Apr,2000,790,3,Feb-98,"90,551",,,,,,,,,,,,,,
2345,25,May-00,May,2000,,,,,,,,,,,,,,,,,,
2346,25,Jun-00,Jun,2000,,,,,,,,,,,,,,,,,,
2347,25,Jul-00,Jul,2000,,,,,,,,,,,,,,,,,,
2348,25,Aug-00,Aug,2000,,,,,,,,,,,,,,,,,,
2349,25,Sep-00,Sep,2000,,,,,,,,,,,,,,,,,,
2350,25,Oct-00,Oct,2000,,,,,,,,,,,,,,,,,,
2351,25,Nov-00,Nov,2000,,,,,,,,,,,,,,,,,,
2352,25,Dec-00,Dec,2000,,,,,,,,,,,,,,,,,,
2353,25,Jan-01,Jan,2001,,,,,,,,,,,,,,,,,,
2354,25,Feb-01,Feb,2001,0,1,Feb-01,"105,018",,,,,,,,,,smolt entry,,,,
2355,25,Mar-01,Mar,2001,28,1,Feb-01,"171,915",,,,,,,,,,,,,,
2356,25,Apr-01,Apr,2001,59,1,Feb-01,"842,999",,,,,,,,,,,,,,
2357,25,May-01,May,2001,89,1,Feb-01,"823,479",,,,,,,,,,,,,,
2358,25,Jun-01,Jun,2001,120,1,Feb-01,"818,368",,,,,,,,8.7,,,,,,
2359,25,Jul-01,Jul,2001,150,1,Feb-01,"797,695",,,,,,,,,,,,,,
2360,25,Aug-01,Aug,2001,181,1,Feb-01,"792,520",3.05,2.2,0.25,,,0,,10.1,,,"1,743,544","198,130",0,0
2361,25,Sep-01,Sep,2001,212,1,Feb-01,"789,279",,,,,,,,,,,,,,
2362,25,Oct-01,Oct,2001,,,,,,,,,,,,,,transfer to farm #23 (484K) and farm #18 (303K),,,,
2363,25,Nov-01,Nov,2001,,,,,,,,,,,,,,,,,,
2364,25,Dec-01,Dec,2001,,,,,,,,,,,,,,,,,,
2365,25,Jan-02,Jan,2002,,,,,,,,,,,,,,,,,,
2366,25,Feb-02,Feb,2002,,,,,,,,,,,,,,,,,,
2367,25,Mar-02,Mar,2002,0,1,Mar-02,"886,930",,,,,,,,6.9,,smolt entry,,,,
2368,25,Apr-02,Apr,2002,31,1,Mar-02,"1,367,732",,,,,,,,7.6,,,,,,
2369,25,May-02,May,2002,61,1,Mar-02,"1,354,790",,,,,,,,8.5,,,,,,
2370,25,Jun-02,Jun,2002,92,1,Mar-02,"1,280,167",,,,,,,,9.6,,,,,,
2371,25,Jul-02,Jul,2002,122,1,Mar-02,"1,241,978",3.6,0.5,0,,,0,,10,,,"620,989",0,0,0
2372,25,Aug-02,Aug,2002,153,1,Mar-02,"1,214,437",,,,,,,,,,IHNV diagnosis,,,,
2373,25,Sep-02,Sep,2002,,,,,,,,,,,,,,culled site (because of IHNV diagnosis),,,,
2374,25,Oct-02,Oct,2002,,,,,,,,,,,,,,,,,,
2375,25,Nov-02,Nov,2002,,,,,,,,,,,,,,,,,,
2376,25,Dec-02,Dec,2002,,,,,,,,,,,,,,,,,,
2377,25,Jan-03,Jan,2003,,,,,,,,,,,,,,,,,,
2378,25,Feb-03,Feb,2003,0,1,Feb-03,"413,594",,,0.00,,s,0,,,,smolt entry,,0,0,0
2379,25,Mar-03,Mar,2003,28,1,Feb-03,"767,936",1.50,0.15,0.00,,,0.60,,7.6,32,,"115,190",0,"460,762","184,305"
2380,25,Apr-03,Apr,2003,59,1,Feb-03,"954,963",0.40,0.70,0.10,0,,1.40,,8.1,31,,"668,474","95,496","1,336,948","534,779"
2381,25,May-03,May,2003,89,1,Feb-03,"945,520",1.55,0.75,0.05,0,,2.35,,8.9,32,,"709,140","47,276","2,221,972","888,789"
2382,25,Jun-03,Jun,2003,120,1,Feb-03,"928,436",0.80,0.45,0.05,0,,1.85,,9.9,32,,"417,796","46,422","1,717,607","687,043"
2383,25,Jul-03,Jul,2003,150,1,Feb-03,"914,850",0.15,0.30,0.05,0,,1.10,,10,28,,"274,455","45,743","1,006,335","402,534"
2384,25,Aug-03,Aug,2003,181,1,Feb-03,"907,712",0.20,0.30,0.10,0,,0.40,,10.5,30,,"272,314","90,771","363,085","145,234"
2385,25,Sep-03,Sep,2003,212,1,Feb-03,"906,325",0.20,0.80,0.10,0,,0.10,,9.4,31,,"725,060","90,633","90,633","36,253"
2386,25,Oct-03,Oct,2003,242,1,Feb-03,"905,000",0.87,1.83,0.50,0,,0.43,,7.5,,,"1,656,150","452,500","389,150","155,660"
2387,25,Nov-03,Nov,2003,273,1,Feb-03,"905,000",1.00,5.13,1.30,,,4.87,,8.5,30.5,,"4,642,650","1,176,500","4,407,350","1,762,940"
2388,25,Dec-03,Dec,2003,303,1,Feb-03,"456,173",,,2.60,,t,5.00,,,,transferred ~400K to farm #18,,"1,186,050","2,280,865","912,346"
2389,25,Jan-04,Jan,2004,,,,,,,,,,,,,,remainder sold and moved out of Broughton,,,,
2390,25,Feb-04,Feb,2004,0,1,Feb-04,"116,563",,,0.00,,s,0.00,,,,smolt entry,,0,0,0
2391,25,Mar-04,Mar,2004,29,1,Feb-04,"206,458",,,0.00,,s,0.25,,,,,,0,"51,615","20,646"
2392,25,Apr-04,Apr,2004,60,1,Feb-04,"973,316",,,0.00,,s,0.50,,,,,,0,"486,658","194,663"
2393,25,May-04,May,2004,90,1,Feb-04,"1,120,665",0.35,0.45,0.00,,,0.75,,9.85,31,,"504,299",0,"840,499","336,200"
2394,25,Jun-04,Jun,2004,121,1,Feb-04,"1,082,434",1.55,0.85,0.05,0,,0.35,,,,,"920,069","54,122","378,852","151,541"
2395,25,Jul-04,Jul,2004,151,1,Feb-04,"1,071,500",0.40,0.40,0.10,0,,0.30,,10,30,,"428,600","107,150","321,450","128,580"
2396,25,Aug-04,Aug,2004,182,1,Feb-04,"1,071,000",0.57,0.83,0.20,0,,0.27,,10.4,25.8,,"888,930","214,200","289,170","115,668"
2397,25,Sep-04,Sep,2004,213,1,Feb-04,"1,049,010",0.10,0.60,0.30,0,,0.30,,9.9,27.5,,"629,406","314,703","314,703","125,881"
2398,25,Oct-04,Oct,2004,243,1,Feb-04,"436,348",0.37,1.03,0.33,,,0.17,,9.3,30.2,transferring fish out,"449,438","143,995","74,179","29,672"
2399,25,Nov-04,Nov,2004,274,1,Feb-04,"72,954",,,0.60,,t,0.20,,,,,,"43,772","14,591","5,836"
2400,25,Dec-04,Dec,2004,,,,,,,,,,,,,,,,,,
2401,25,Jan-05,Jan,2005,,,,,,,,,,,,,,,,,,
2402,25,Feb-05,Feb,2005,0,1,Feb-05,"255,784",,,0.00,,s,0.00,,,,smolt entry,,0,0,0
2403,25,Mar-05,Mar,2005,28,1,Feb-05,"739,048",,,0.08,,s,0.11,,,,,,"59,124","81,295","32,518"
2404,25,Apr-05,Apr,2005,59,1,Feb-05,"978,022",1.14,1.67,0.15,,,0.21,,8,31,,"1,633,297","146,703","205,385","82,154"
2405,25,May-05,May,2005,89,1,Feb-05,"964,549",1.29,0.50,0.07,0,,0.13,,10,31,,"482,275","67,518","125,391","50,157"
2406,25,Jun-05,Jun,2005,120,1,Feb-05,"953,211",1.32,0.28,0.06,0,,0.33,,10,30,,"266,899","57,193","314,560","125,824"
2407,25,Jul-05,Jul,2005,150,1,Feb-05,"947,614",0.29,0.66,0.19,0,,0.14,,11,29,,"625,425","180,047","132,666","53,066"
2408,25,Aug-05,Aug,2005,181,1,Feb-05,"942,123",0.58,0.42,0.18,0,,0.10,,11,30,,"395,692","169,582","94,212","37,685"
2409,25,Sep-05,Sep,2005,212,1,Feb-05,"205,078",0.53,1.38,0.50,,,0.02,,10,30,fish moved to farm #21,"283,008","102,539","4,102","1,641"
2410,25,Oct-05,Oct,2005,242,1,Feb-05,"136,507",,4.02,1.68,,1,0.05,,,,,"548,076","228,649","6,825","2,730"
2411,25,Nov-05,Nov,2005,273,1,Feb-05,"136,350",0.55,6.65,2.85,,,0.08,1,8,29,,"906,728","388,598","10,908","4,363"
2412,25,Dec-05,Dec,2005,303,1,Feb-05,"65,670",0.85,2.08,0.75,,,0.07,,8,30,fish transferred out,"136,594","49,253","4,597","1,839"
2413,25,Jan-06,Jan,2006,0,1,Jan-06,"300,205",,,0.00,,s,0.00,,,,smolt entry,,0,0,0
2414,25,Feb-06,Feb,2006,31,1,Jan-06,"663,068",,,0.00,,s,0.02,,,,,,0,"13,261","5,305"
2415,25,Mar-06,Mar,2006,59,1,Jan-06,"699,126",0.38,0.38,0.00,,,0.03,,7,31,,"265,668",0,"20,974","8,390"
2416,25,Apr-06,Apr,2006,90,1,Jan-06,"1,163,855",0.28,0.59,0.08,0,,0.08,,8,30,,"686,674","93,108","93,108","37,243"
2417,25,May-06,May,2006,120,1,Jan-06,"1,154,403",0.28,0.68,0.16,,,0.08,,9,31,,"784,994","184,704","92,352","36,941"
2418,25,Jun-06,Jun,2006,151,1,Jan-06,"1,147,820",,0.53,0.11,,1,0.07,,,,,"608,345","126,260","80,347","32,139"
2419,25,Jul-06,Jul,2006,181,1,Jan-06,"1,146,635",0.23,0.38,0.06,,,0.06,,10,30,,"435,721","68,798","68,798","27,519"
2420,25,Aug-06,Aug,2006,212,1,Jan-06,"555,835",0.13,0.45,0.08,0,,0.00,,10,30,~581 K moved to farm #23,"250,126","46,320",0,0
2421,25,Sep-06,Sep,2006,243,1,Jan-06,"310,253",1.87,0.60,0.05,,,0.47,,9,28,~240K moved to farm #20 (remainder moved in October),"186,152","15,513","145,819","58,328"
2422,25,Oct-06,Oct,2006,,,,,,,,,,,,,,,,,,
2423,25,Nov-06,Nov,2006,,,,,,,,,,,,,,,,,,
2424,25,Dec-06,Dec,2006,0,1,Dec-06,"72,822",,,0.00,,s,0.00,,,,smolt entry,,0,0,0
