#,Farm # on  Map,Date,Month,Year,age (d in SW),Year class,SW entry date,# fish,Chalimus/ fish,Motile L.s./ fish,Female L.s./ fish,Fe L.s. 3-month series,L. salmonis estimate type,Caligus/ fish,Treatment,T (°C),Salinity (ppt),Comments,# Motiles (L.salmonis),# Female L.salmonis,# Caligus spp.,0.4*(# Caligus/ farm)
1246,13,Oct-08,Oct,2008,335,1,Nov-07,"678,000",3.12,2.90,1.05,0,,0.71,,,,,"1,966,200","711,900","481,380","192,552"
1247,13,Nov-08,Nov,2008,366,2,Nov-07,"678,000",2.86,2.60,1.16,2,,0.88,1,,,,"1,762,800","786,480","596,640","238,656"
1248,13,Dec-08,Dec,2008,396,2,Nov-07,"677,960",0.00,0.67,0.35,0,,0.00,,,,,"451,973","237,286",0,0
1249,13,Jan-09,Jan,2009,427,2,Nov-07,"677,463",0.03,0.08,0.03,0,,0.00,,,,,"54,197","20,324",0,0
1250,13,Feb-09,Feb,2009,458,2,Nov-07,"676,979",0.05,0.07,0.05,0,,0.00,,,,,"47,389","33,849",0,0
1251,13,Mar-09,Mar,2009,486,2,Nov-07,"676,454",0.17,0.13,0.09,0,,0.02,,,,,"87,939","60,881","13,529","5,412"
1252,13,Apr-09,Apr,2009,517,2,Nov-07,"675,956",2.25,0.05,0.02,0,,0.02,,,,,"33,798","13,519","13,519","5,408"
1253,13,May-09,May,2009,547,2,Nov-07,"675,000",1.75,0.18,0.03,0,,0.30,,,,,"121,500","20,250","202,500","81,000"
1254,13,Jun-09,Jun,2009,578,2,Nov-07,"674,539",0.61,0.30,0.11,0,,0.16,,,,,"202,362","74,199","107,926","43,170"
1255,13,Jul-09,Jul,2009,602,2,Nov-07,"678,580",0.43,0.42,0.23,0,,0.27,,,,,"285,004","156,073","183,217","73,287"
1256,13,Aug-09,Aug,2009,633,2,Nov-07,"672,485",0.08,0.53,0.23,0,,0.32,,,,,"358,435","156,689","213,178","85,271"
1257,13,Sep-09,Sep,2009,664,2,Nov-07,"603,829",2.48,2.73,1.47,0,,0.58,,,,,"1,648,453","887,629","350,221","140,088"
1258,13,Oct-09,Oct,2009,694,2,Nov-07,"601,402",0.25,8.95,4.22,0,,0.38,,,,,"5,382,548","2,537,916","228,533","91,413"
1259,13,Nov-09,Nov,2009,725,2,Nov-07,"600,613",1.55,6.30,4.13,0,,0.72,,,,,"3,783,862","2,482,334","430,640","172,256"
1260,13,Dec-09,Dec,2009,755,2,Nov-07,"520,835",0.52,4.99,3.17,,,0.24,,,,,"2,598,967","1,651,047","125,000","50,000"
1261,14,Jan-00,Jan,2000,,,,,,,,,,,,,,,,,,
1262,14,Feb-00,Feb,2000,,,,,,,,,,,,,,,,,,
1263,14,Mar-00,Mar,2000,,,,,,,,,,,,,,,,,,
1264,14,Apr-00,Apr,2000,0,1,Apr-00,"439,914",,,,,,,,,,smolt entry,,,,
1265,14,May-00,May,2000,30,1,Apr-00,"437,231",,,,,,,,,,,,,,
1266,14,Jun-00,Jun,2000,61,1,Apr-00,"428,855",,,,,,,,,,,,,,
1267,14,Jul-00,Jul,2000,91,1,Apr-00,"410,544",,,,,,,,,,,,,,
1268,14,Aug-00,Aug,2000,122,1,Apr-00,"399,498",,,,,,,,,,,,,,
1269,14,Sep-00,Sep,2000,,,,,,,,,,,,,,"moved 397,000 to farm #20 2nd week of Sept",,,,
1270,14,Oct-00,Oct,2000,,,,,,,,,,,,,,,,,,
1271,14,Nov-00,Nov,2000,,,,,,,,,,,,,,,,,,
1272,14,Dec-00,Dec,2000,,,,,,,,,,,,,,,,,,
1273,14,Jan-01,Jan,2001,,,,,,,,,,,,,,,,,,
1274,14,Feb-01,Feb,2001,,,,,,,,,,,,,,,,,,
1275,14,Mar-01,Mar,2001,,,,,,,,,,,,,,,,,,
1276,14,Apr-01,Apr,2001,0,1,Apr-01,"335,306",,,,,,,,,,smolt entry,,,,
1277,14,May-01,May,2001,30,1,Apr-01,"370,611",,,,,,,,,,,,,,
1278,14,Jun-01,Jun,2001,61,1,Apr-01,"349,468",11.8,10.6,0.6,,,0,1,9.4,,,"3,704,361","209,681",0,0
1279,14,Jul-01,Jul,2001,91,1,Apr-01,"322,041",3.95,2.05,0.1,0,,0,,,,,"660,184","32,204",0,0
1280,14,Aug-01,Aug,2001,122,1,Apr-01,"319,093",0.5,0.15,0,,,0,,10,,,"47,864",0,0,0
1281,14,Sep-01,Sep,2001,,,,,,,,,,,,,,"moved 318,696 to farm #13",,,,
1282,14,Oct-01,Oct,2001,,,,,,,,,,,,,,,,,,
1283,14,Nov-01,Nov,2001,,,,,,,,,,,,,,,,,,
1284,14,Dec-01,Dec,2001,,,,,,,,,,,,,,,,,,
1285,14,Jan-02,Jan,2002,,,,,,,,,,,,,,,,,,
1286,14,Feb-02,Feb,2002,,,,,,,,,,,,,,,,,,
1287,14,Mar-02,Mar,2002,,,,,,,,,,,,,,,,,,
1288,14,Apr-02,Apr,2002,,,,,,,,,,,,,,,,,,
1289,14,May-02,May,2002,,,,,,,,,,,,,,,,,,
1290,14,Jun-02,Jun,2002,,,,,,,,,,,,,,,,,,
1291,14,Jul-02,Jul,2002,,,,,,,,,,,,,,,,,,
1292,14,Aug-02,Aug,2002,,,,,,,,,,,,,,,,,,
1293,14,Sep-02,Sep,2002,,,,,,,,,,,,,,,,,,
1294,14,Oct-02,Oct,2002,,,,,,,,,,,,,,,,,,
1295,14,Nov-02,Nov,2002,,,,,,,,,,,,,,,,,,
1296,14,Dec-02,Dec,2002,,,,,,,,,,,,,,,,,,
1297,15,Jan-00,Jan,2000,,,,,,,,,,,,,,,,,,
1298,15,Feb-00,Feb,2000,,,,,,,,,,,,,,,,,,
1299,15,Mar-00,Mar,2000,,,,,,,,,,,,,,,,,,
1300,15,Apr-00,Apr,2000,0,1,Apr-00,"258,823",,,,,,,,,,smolt entry,,,,
1301,15,May-00,May,2000,30,1,Apr-00,"373,529",,,,,,,,,,,,,,
1302,15,Jun-00,Jun,2000,61,1,Apr-00,"365,120",,,,,,,,,,,,,,
1303,15,Jul-00,Jul,2000,91,1,Apr-00,"338,671",,,,,,,,,,,,,,
1304,15,Aug-00,Aug,2000,122,1,Apr-00,"318,500",,,,,,,,,,,,,,
1305,15,Sep-00,Sep,2000,153,1,Apr-00,"313,602",,,,,,,,,,,,,,
1306,15,Oct-00,Oct,2000,,,,,,,,,,,,,,transfer to farm #16,,,,
1307,15,Nov-00,Nov,2000,,,,,,,,,,,,,,,,,,
1308,15,Dec-00,Dec,2000,,,,,,,,,,,,,,,,,,
1309,15,Jan-01,Jan,2001,,,,,,,,,,,,,,,,,,
1310,15,Feb-01,Feb,2001,,,,,,,,,,,,,,,,,,
1311,15,Mar-01,Mar,2001,0,1,Mar-01,"62,780",,,,,,,,,,smolt entry,,,,
1312,15,Apr-01,Apr,2001,31,1,Mar-01,"421,600",,,,,,,,,,,,,,
1313,15,May-01,May,2001,61,1,Mar-01,"415,822",,,,,,,,,,,,,,
1314,15,Jun-01,Jun,2001,92,1,Mar-01,"408,909",5.98,8.28,0.35,,,0.00,1,9.40,,,"3,383,722","143,118",0,0
1315,15,Jul-01,Jul,2001,122,1,Mar-01,"392,009",1.35,1.50,0.02,0,,0.00,,9.90,,,"588,014","6,533",0,0
1316,15,Aug-01,Aug,2001,153,1,Mar-01,"389,141",1.33,0.03,0.00,,,0.00,,10.40,,,"12,971",0,0,0
1317,15,Sep-01,Sep,2001,184,1,Mar-01,"372,749",,2.36,0.40,,1,0.00,,,,,"880,309","149,100",0,0
1318,15,Oct-01,Oct,2001,214,1,Mar-01,,8.00,4.69,0.80,,,0.00,,,,"fish moved: ~250,000 to farm #13 and ~115,000 to farm #18; counts originally listed here are used at those farms",,,,
1319,15,Nov-01,Nov,2001,,,,,,,,,,,,,,,,,,
1320,15,Dec-01,Dec,2001,,,,,,,,,,,,,,,,,,
1321,15,Jan-02,Jan,2002,,,,,,,,,,,,,,,,,,
1322,15,Feb-02,Feb,2002,,,,,,,,,,,,,,,,,,
1323,15,Mar-02,Mar,2002,,,,,,,,,,,,,,,,,,
1324,15,Apr-02,Apr,2002,,,,,,,,,,,,,,,,,,
1325,15,May-02,May,2002,,,,,,,,,,,,,,,,,,
1326,15,Jun-02,Jun,2002,,,,,,,,,,,,,,,,,,
1327,15,Jul-02,Jul,2002,,,,,,,,,,,,,,,,,,
1328,15,Aug-02,Aug,2002,,,,,,,,,,,,,,,,,,
1329,15,Sep-02,Sep,2002,,,,,,,,,,,,,,,,,,
1330,15,Oct-02,Oct,2002,,,,,,,,,,,,,,,,,,
1331,15,Nov-02,Nov,2002,0,1,Nov-02,"102,637",,,,,,,,,,smolt entry,,,,
1332,15,Dec-02,Dec,2002,30,1,Nov-02,"390,430",,,,,,,,,,smolt entry,,,,
1333,15,Jan-03,Jan,2003,61,1,Nov-02,"584,888",5.5,0.3,0,,,0.05,,,,,"175,466",0,"29,244","11,698"
1334,15,Feb-03,Feb,2003,92,1,Nov-02,"694,335",2.5,1.1,0,0,,0,,,,,"763,769",0,0,0
1335,15,Mar-03,Mar,2003,120,1,Nov-02,"689,943",3.90,1.00,0.00,0,,2.10,,7.7,33,,"689,943",0,"1,448,880","579,552"
1336,15,Apr-03,Apr,2003,151,1,Nov-02,"676,503",3.45,0.75,0.15,0,,2.35,,8,32,,"507,377","101,475","1,589,782","635,913"
1337,15,May-03,May,2003,181,1,Nov-02,"669,484",2.90,0.65,0.10,0,,2.95,,9.4,31,,"435,165","66,948","1,974,978","789,991"
1338,15,Jun-03,Jun,2003,212,1,Nov-02,"662,747",0.60,1.20,0.10,0,,1.90,,10,28,,"795,296","66,275","1,259,219","503,688"
1339,15,Jul-03,Jul,2003,242,1,Nov-02,"662,747",0.50,0.60,0.10,,,1.40,,,,transferred to farm #9,"397,648","66,275","927,846","371,138"
1340,15,Aug-03,Aug,2003,,,,,,,,,,,,,,,,,,
1341,15,Sep-03,Sep,2003,,,,,,,,,,,,,,,,,,
1342,15,Oct-03,Oct,2003,,,,,,,,,,,,,,,,,,
1343,15,Nov-03,Nov,2003,,,,,,,,,,,,,,,,,,
1344,15,Dec-03,Dec,2003,,,,,,,,,,,,,,,,,,
1345,16,Jan-00,Jan,2000,640,2,Apr-98,"249,897",,,,,,,,,,,,,,
1346,16,Feb-00,Feb,2000,671,2,Apr-98,"190,664",,,,,,,,,,,,,,
1347,16,Mar-00,Mar,2000,700,2,Apr-98,"128,654",,,,,,,,,,,,,,
1348,16,Apr-00,Apr,2000,731,3,Apr-98,"65,501",,,,,,,,,,,,,,
1349,16,May-00,May,2000,761,3,Apr-98,"52,936",,,,,,,,,,,,,,
1350,16,Jun-00,Jun,2000,792,3,Apr-98,"8,500",,,,,,,,,,,,,,
1351,16,Jul-00,Jul,2000,,,,,,,,,,,,,,,,,,
1352,16,Aug-00,Aug,2000,,,,,,,,,,,,,,,,,,
1353,16,Sep-00,Sep,2000,,,,,,,,,,,,,,,,,,
1354,16,Oct-00,Oct,2000,183,1,Apr-00,"312,595",,,,,,,,,,,,,,
1355,16,Nov-00,Nov,2000,214,1,Apr-00,"312,203",,,,,,,,,,,,,,
1356,16,Dec-00,Dec,2000,244,1,Apr-00,"311,044",,,,,,,,,,,,,,
1357,16,Jan-01,Jan,2001,275,1,Apr-00,"310,599",,,,,,,,8,,,,,,
1358,16,Feb-01,Feb,2001,306,1,Apr-00,"310,006",,,,,,,,,,,,,,
1359,16,Mar-01,Mar,2001,334,1,Apr-00,"309,608",,,,,,,,,,,,,,
1360,16,Apr-01,Apr,2001,365,2,Apr-00,"309,057",,,,,,,,,,,,,,
1361,16,May-01,May,2001,395,2,Apr-00,"308,500",,,,,,,,,,,,,,
1362,16,Jun-01,Jun,2001,426,2,Apr-00,"308,000",,,,,,,,9.5,,,,,,
1363,16,Jul-01,Jul,2001,456,2,Apr-00,"307,724",5.4,21.4,10.1,,,0,,,,,"6,585,294","3,108,012",0,0
1364,16,Aug-01,Aug,2001,487,2,Apr-00,"288,834",1,13,6.7,,,0,,10.4,,,"3,754,842","1,935,188",0,0
1365,16,Sep-01,Sep,2001,518,2,Apr-00,"188,389",,,7,,h,0,,9.4,,begin harvesting,,"1,318,723",0,0
1366,16,Oct-01,Oct,2001,548,2,Apr-00,"168,129",,,8,,h,0,,9.1,,,,"1,345,032",0,0
1367,16,Nov-01,Nov,2001,579,2,Apr-00,"167,858",,,9,,h,0,,8.6,,,,"1,510,722",0,0
1368,16,Dec-01,Dec,2001,609,2,Apr-00,"167,666",,,10,,h,0,,7.2,,,,"1,676,660",0,0
1369,16,Jan-02,Jan,2002,640,2,Apr-00,"106,982",,,11,,h,0,,,,,,"1,176,802",0,0
1370,16,Feb-02,Feb,2002,,,,,,,,,,,,8.4,,,,,,
1371,16,Mar-02,Mar,2002,,,,,,,,,,,,,,,,,,
1372,16,Apr-02,Apr,2002,,,,,,,,,,,,,,,,,,
1373,16,May-02,May,2002,,,,,,,,,,,,,,,,,,
1374,16,Jun-02,Jun,2002,,,,,,,,,,,,,,,,,,
1375,16,Jul-02,Jul,2002,,,,,,,,,,,,,,,,,,
1376,16,Aug-02,Aug,2002,,,,,,,,,,,,,,,,,,
1377,16,Sep-02,Sep,2002,,,,,,,,,,,,,,,,,,
1378,16,Oct-02,Oct,2002,,,,,,,,,,,,,,,,,,
1379,16,Nov-02,Nov,2002,,,,,,,,,,,,,,,,,,
1380,16,Dec-02,Dec,2002,,,,,,,,,,,,,,,,,,
1381,17,Jan-00,Jan,2000,275,1,Apr-99,"362,872",,,,,,,,,,,,,,
1382,17,Feb-00,Feb,2000,306,1,Apr-99,"362,547",,,,,,,,,,,,,,
1383,17,Mar-00,Mar,2000,335,1,Apr-99,"362,102",,,,,,,,,,,,,,
1384,17,Apr-00,Apr,2000,366,2,Apr-99,"361,569",,,,,,,,,,,,,,
1385,17,May-00,May,2000,396,2,Apr-99,"361,267",,,,,,,,,,,,,,
1386,17,Jun-00,Jun,2000,427,2,Apr-99,"356,443",,,,,,,,,,,,,,
1387,17,Jul-00,Jul,2000,457,2,Apr-99,"356,106",,,,,,,,,,,,,,
1388,17,Aug-00,Aug,2000,488,2,Apr-99,"355,853",,,,,,,,,,,,,,
1389,17,Sep-00,Sep,2000,519,2,Apr-99,"355,540",,,,,,,,,,,,,,
1390,17,Oct-00,Oct,2000,549,2,Apr-99,"354,938",,,,,,,,,,,,,,
1391,17,Nov-00,Nov,2000,580,2,Apr-99,"354,637",,,,,,,,,,,,,,
1392,17,Dec-00,Dec,2000,610,2,Apr-99,"247,556",,,,,,,,,,Begin harvesting,,,,
1393,17,Jan-01,Jan,2001,641,2,Apr-99,"193,664",,,,,,,,,,,,,,
1394,17,Feb-01,Feb,2001,672,2,Apr-99,"140,808",,,,,,,,,,,,,,
1395,17,Mar-01,Mar,2001,700,2,Apr-99,"101,538",,,,,,,,,,,,,,
1396,17,Apr-01,Apr,2001,731,2,Apr-99,"63,772",,,,,,,,,,,,,,
1397,17,May-01,May,2001,,,,,,,,,,,,,,,,,,
1398,17,Jun-01,Jun,2001,,,,,,,,,,,,,,,,,,
1399,17,Jul-01,Jul,2001,,,,,,,,,,,,,,,,,,
1400,17,Aug-01,Aug,2001,,,,,,,,,,,,,,,,,,
1401,17,Sep-01,Sep,2001,,,,,,,,,,,,,,,,,,
1402,17,Oct-01,Oct,2001,,,,,,,,,,,,,,,,,,
1403,17,Nov-01,Nov,2001,,,,,,,,,,,,,,,,,,
1404,17,Dec-01,Dec,2001,0,1,Dec-01,"172,633",,,,,,,,7.4,,smolt entry,,,,
1405,17,Jan-02,Jan,2002,31,1,Dec-01,"200,000",,,,,,,,,,smolt entry,,,,
1406,17,Feb-02,Feb,2002,62,1,Dec-01,"269,613",,,,,,,,7,,,,,,
1407,17,Mar-02,Mar,2002,90,1,Dec-01,"242,001",,,,,,,,7,,,,,,
1408,17,Apr-02,Apr,2002,121,1,Dec-01,"232,492",,,,,,,,7.6,,,,,,
1409,17,May-02,May,2002,151,1,Dec-01,"222,067",,,,,,,,8.3,,,,,,
1410,17,Jun-02,Jun,2002,182,1,Dec-01,"218,423",,,,,,,,8.9,,,,,,
1411,17,Jul-02,Jul,2002,212,1,Dec-01,"217,150",2.8,4.9,0.4,,,0,,9.4,,,"1,064,035","86,860",0,0
1412,17,Aug-02,Aug,2002,243,1,Dec-01,"216,706",4,7.08,0.9,,,0,,9.4,,,"1,534,278","195,035",0,0
1413,17,Sep-02,Sep,2002,274,1,Dec-01,"216,500",,,1.4,,2,0,,,,,,"303,100",0,0
1414,17,Oct-02,Oct,2002,304,1,Dec-01,"216,195",,,2,,2,0,,,,,,"432,390",0,0
1415,17,Nov-02,Nov,2002,335,1,Dec-01,"215,998",1.05,7.35,2.45,,,0,,8,,,"1,587,585","529,195",0,0
1416,17,Dec-02,Dec,2002,365,2,Dec-01,"215,848",,8.33,3.23,,1,0.05,,7.8,,,"1,796,935","696,110","10,792","4,317"
1417,17,Jan-03,Jan,2003,396,2,Dec-01,"215,709",7,9.3,4,,,0.1,1,7.3,,,"2,006,094","862,836","21,571","8,628"
1418,17,Feb-03,Feb,2003,427,2,Dec-01,"215,591",6.9,6,3.2,0,,0,,7.5,,,"1,293,546","689,891",0,0
1419,17,Mar-03,Mar,2003,455,2,Dec-01,"215,473",0.05,0.25,0.10,0,,0.00,,7.6,33.5,,"53,868","21,547",0,0
1420,17,Apr-03,Apr,2003,486,2,Dec-01,"215,348",0.00,0.07,0.00,0,,0.03,,8,32.7,,"15,074",0,"6,460","2,584"
1421,17,May-03,May,2003,516,2,Dec-01,"214,749",0.20,0.05,0.00,0,,0.10,,9.1,32.5,,"10,737",0,"21,475","8,590"
1422,17,Jun-03,Jun,2003,547,2,Dec-01,"214,399",0.10,0.10,0.00,,,0.50,,9.7,33,IHNV Diagnosis,"21,440",0,"107,200","42,880"
1423,17,Jul-03,Jul,2003,577,2,Dec-01,"111,231",,,1.00,,h,1.00,,,,,,"111,231","111,231","44,492"
1424,17,Aug-03,Aug,2003,,,,,,,,,,,,,,Harvest complete,,,,
1425,17,Sep-03,Sep,2003,,,,,,,,,,,,,,,,,,
1426,17,Oct-03,Oct,2003,,,,,,,,,,,,,,,,,,
1427,17,Nov-03,Nov,2003,,,,,,,,,,,,,,,,,,
1428,17,Dec-03,Dec,2003,,,,,,,,,,,,,,,,,,
1429,17,Jan-04,Jan,2004,,,,,,,,,,,,,,,,,,
1430,17,Feb-04,Feb,2004,,,,,,,,,,,,,,,,,,
1431,17,Mar-04,Mar,2004,,,,,,,,,,,,,,,,,,
1432,17,Apr-04,Apr,2004,,,,,,,,,,,,,,,,,,
1433,17,May-04,May,2004,,,,,,,,,,,,,,,,,,
1434,17,Jun-04,Jun,2004,,,,,,,,,,,,,,,,,,
1435,17,Jul-04,Jul,2004,,,,,,,,,,,,,,,,,,
1436,17,Aug-04,Aug,2004,,,,,,,,,,,,,,,,,,
1437,17,Sep-04,Sep,2004,,,,,,,,,,,,,,,,,,
1438,17,Oct-04,Oct,2004,,,,,,,,,,,,,,,,,,
1439,17,Nov-04,Nov,2004,,,,,,,,,,,,,,,,,,
1440,17,Dec-04,Dec,2004,0,1,Dec-04,"47,153",,,0.00,,s,0.00,,,,,,0,0,0
1441,17,Jan-05,Jan,2005,31,1,Dec-04,"342,250",1.67,0.17,0.00,,,0.17,,7,33,,"58,183",0,"58,183","23,273"
1442,17,Feb-05,Feb,2005,62,1,Dec-04,"500,000",2.78,0.42,0.02,0,,0.42,,8,32,,"210,000","10,000","210,000","84,000"
1443,17,Mar-05,Mar,2005,90,1,Dec-04,"655,000",1.29,0.61,0.10,0,,0.43,,8,32,,"399,550","65,500","281,650","112,660"
1444,17,Apr-05,Apr,2005,121,1,Dec-04,"622,000",3.60,0.98,0.05,0,,0.38,,8,31,,"609,560","31,100","236,360","94,544"
1445,17,May-05,May,2005,151,1,Dec-04,"613,000",2.96,1.32,0.17,0,,0.87,,10,32,,"809,160","104,210","533,310","213,324"
1446,17,Jun-05,Jun,2005,182,1,Dec-04,"605,000",2.48,1.20,0.18,0,,0.62,,10,30,,"726,000","108,900","375,100","150,040"
1447,17,Jul-05,Jul,2005,212,1,Dec-04,"600,000",0.67,0.80,0.22,2,,0.80,1,11,28,,"480,000","132,000","480,000","192,000"
1448,17,Aug-05,Aug,2005,243,1,Dec-04,"64,773",0.07,0.40,0.02,0,,0.00,,,,fish moved to farm #9,"25,909","1,295",0,0
1449,17,Sep-05,Sep,2005,274,1,Dec-04,"10,000",0.38,0.00,0.00,,,0.05,,10,33,,0,0,500,200
1450,17,Oct-05,Oct,2005,,,,,,,,,,,,,,,,,,
1451,17,Nov-05,Nov,2005,0,1,Nov-05,"168,580",,,0.00,,s,0.00,,,,smolt entry,,0,0,0
1452,17,Dec-05,Dec,2005,30,1,Nov-05,"701,534",,,0.00,,s,0.06,,,,,,0,"42,092","16,837"
1453,17,Jan-06,Jan,2006,61,1,Nov-05,"1,223,413",0.18,0.40,0.00,,,0.13,,8,33,,"489,365",0,"159,044","63,617"
1454,17,Feb-06,Feb,2006,92,1,Nov-05,"1,162,483",0.28,0.54,0.11,0,,0.11,,7,,,"627,741","127,873","127,873","51,149"
1455,17,Mar-06,Mar,2006,120,1,Nov-05,"1,158,423",0.55,0.55,0.03,0,,0.27,,8,31,,"637,133","34,753","312,774","125,110"
1456,17,Apr-06,Apr,2006,151,1,Nov-05,"1,180,669",0.27,0.43,0.03,0,,0.08,,8,33,,"507,688","35,420","94,454","37,781"
1457,17,May-06,May,2006,181,1,Nov-05,"1,167,212",0.40,0.55,0.08,0,,0.04,,9,32,,"641,967","93,377","46,688","18,675"
1458,17,Jun-06,Jun,2006,212,1,Nov-05,"1,163,063",0.13,0.48,0.07,0,,0.13,,10,31,transfer to farm #24,"558,270","81,414","151,198","60,479"
1459,17,Jul-06,Jul,2006,242,1,Nov-05,"592,907",0.17,0.47,0.07,,,0.22,,10,31,Transfer to farm #13,"278,666","41,503","130,440","52,176"
1460,17,Aug-06,Aug,2006,,,,,,,,,,,,,,,,,,
1461,17,Sep-06,Sep,2006,,,,,,,,,,,,,,,,,,
1462,17,Oct-06,Oct,2006,,,,,,,,,,,,,,smolt entry,,,,
1463,17,Nov-06,Nov,2006,0,1,Nov-06,"1,257,000",,,0.00,,s,0.00,,,,,,0,0,0
1464,17,Dec-06,Dec,2006,30,1,Nov-06,"1,257,000",,,0.02,,s,0.05,,,,,,"25,140","62,850","25,140"
1465,17,Jan-07,Jan,2007,61,1,Nov-06,"1,213,544",0.43,0.28,0.05,,,0.1,,7,31,,"339,792","60,677","121,354","48,542"
1466,17,Feb-07,Feb,2007,92,1,Nov-06,"1,204,000",,0.44,0.07,,1,0.27,,,,"no count, fish health reasons","529,760","84,280","321,067","128,427"
1467,17,Mar-07,Mar,2007,120,1,Nov-06,"1,195,669",0.53,0.60,0.09,,,0.43,,7,29,,"717,401","107,610","518,123","207,249"
1468,17,Apr-07,Apr,2007,151,1,Nov-06,"1,191,119",1.18,0.88,0.15,0,,1.02,,8,29,,"1,052,155","178,668","1,210,971","484,388"
1469,17,May-07,May,2007,181,1,Nov-06,"1,184,967",0.68,0.23,0.05,0,,0.38,,8,30,,"276,492","59,248","454,237","181,695"
1470,17,Jun-07,Jun,2007,212,1,Nov-06,"1,182,742",0.47,0.40,0.04,0,,0.42,,9,29,,"473,097","47,310","492,809","197,124"
1471,17,Jul-07,Jul,2007,242,1,Nov-06,"563,902",0.23,0.08,0,0,,0.33,,10,28,about 1/2 fish moved to farm #9,"42,293",0,"183,268","73,307"
1472,17,Aug-07,Aug,2007,273,1,Nov-06,"556,197",0.12,0.08,0.02,,,0.12,,10,29,remainder transferred to farm #18,"46,350","11,124","64,890","25,956"
1473,17,Sep-07,Sep,2007,,,,,,,,,,,,,,,,,,
1474,17,Oct-07,Oct,2007,,,,,,,,,,,,,,,,,,
1475,17,Nov-07,Nov,2007,0,1,Nov-07,"482,039",,,0,,s,0.00,,,,smolt entry,,0,0,0
1476,17,Dec-07,Dec,2007,30,1,Nov-07,"1,364,761",,,0,,s,0.13,,,,,,0,"177,419","70,968"
1477,17,Jan-08,Jan,2008,61,1,Nov-07,"1,354,649",0.38,0.08,0.02,,,0.27,,,,,"108,372","27,093","365,755","146,302"
1478,17,Feb-08,Feb,2008,92,1,Nov-07,"1,346,442",0.25,0.07,0.00,0,,0.03,,,,,"89,763",0,"44,881","17,953"
1479,17,Mar-08,Mar,2008,121,1,Nov-07,"1,344,515",0.07,0.20,0.00,0,,0.10,,,,,"268,903",0,"134,452","53,781"
1480,17,Apr-08,Apr,2008,152,1,Nov-07,"1,342,119",0.10,0.02,0.00,0,,0.10,,,,,"26,842",0,"134,212","53,685"
1481,17,May-08,May,2008,182,1,Nov-07,"1,335,317",0.25,0.28,0.03,0,,0.03,,,,,"373,889","40,060","40,060","16,024"
1482,17,Jun-08,Jun,2008,213,1,Nov-07,"1,326,393",0.10,0.13,0.00,0,,0.28,,,,,"176,852",0,"375,811","150,325"
1483,17,Jul-08,Jul,2008,243,1,Nov-07,"1,318,884",0.08,0.07,0.03,,,0.00,,,,,"92,322","39,567",0,0
1484,17,Aug-08,Aug,2008,,,,,,,,,,,,,,fish transferred out to farm #13 and farm #24,,,,
1485,17,Sep-08,Sep,2008,,,,,,,,,,,,,,,,,,
1486,17,Oct-08,Oct,2008,0,1,Oct-08,"592,592",,,0.00,,s,0.00,,,,,,0,0,0
1487,17,Nov-08,Nov,2008,31,1,Oct-08,"1,243,339",,,0.01,,s,0.20,,,,,,"12,433","248,668","99,467"
1488,17,Dec-08,Dec,2008,61,1,Oct-08,"1,225,645",,,0.02,,s,0.40,,,,,,"24,513","490,258","196,103"
1489,17,Jan-09,Jan,2009,92,1,Oct-08,"1,223,166",1.40,0.30,0.03,,,0.78,,,,,"366,950","36,695","954,069","381,628"
1490,17,Feb-09,Feb,2009,123,1,Oct-08,"1,213,412",0.25,0.30,0.02,0,,0.37,,,,,"364,024","24,268","448,962","179,585"
1491,17,Mar-09,Mar,2009,151,1,Oct-08,"1,199,249",1.47,0.12,0.02,0,,0.87,,,,,"143,910","23,985","1,043,347","417,339"
1492,17,Apr-09,Apr,2009,182,1,Oct-08,"1,195,692",0.38,0.18,0.05,0,,0.25,,,,,"215,225","59,785","298,923","119,569"
1493,17,May-09,May,2009,212,1,Oct-08,"1,193,290",0.50,0.23,0.07,0,,0.90,,,,,"274,457","83,530","1,073,961","429,584"
1494,17,Jun-09,Jun,2009,243,1,Oct-08,"1,192,843",0.25,0.14,0.08,0,,0.84,,,,,"166,998","95,427","1,001,988","400,795"
1495,17,Jul-09,Jul,2009,273,1,Oct-08,"427,917",0.12,0.05,0.02,0,,0.07,,,,,,,,
1496,17,Aug-09,Aug,2009,304,1,Oct-08,"427,010",0.10,0.28,0.07,,,0.13,,,,,,,,
1497,17,Sep-09,Sep,2009,,,,,,,,,,,,,,moved fish to farm #18,,,,
1498,17,Oct-09,Oct,2009,,,,,,,,,,,,,,,,,,
1499,17,Nov-09,Nov,2009,,,,,,,,,,,,,,,,,,
1500,17,Dec-09,Dec,2009,,,,,,,,,,,,,,,,,,
1501,18,Jan-00,Jan,2000,306,1,Mar-99,"346,619",,,,,,,,,,moved from farm #15 Aug 1999,,,,
1502,18,Feb-00,Feb,2000,337,1,Mar-99,"346,335",,,,,,,,,,,,,,
1503,18,Mar-00,Mar,2000,366,2,Mar-99,"346,056",,,,,,,,,,,,,,
1504,18,Apr-00,Apr,2000,397,2,Mar-99,"345,717",,,,,,,,,,,,,,
1505,18,May-00,May,2000,427,2,Mar-99,"345,412",,,,,,,,,,,,,,
1506,18,Jun-00,Jun,2000,458,2,Mar-99,"344,935",,,,,,,,,,,,,,
