conservation_unit,year,observed_escapement,reconstructed_escapement,apportioned_catch,total_stock,rs_index,exploitation,Seg_75,s_max,s_msy,seg_25,smsy_20,sgen,umsy,num_streams_surveyed
Southern Fjords (odd),2009,913402,992238.562955647,71737.2418333158,1063975.80478896,0.351402792155226,0.067423752974857,634253.364591605,778216.07304632,296662.156661612,194696.186523791,74165.5391654029,151278.726022703,0.38120795359614,18
Southern Fjords (odd),2011,216481,229526.17779037,119149.223716333,348675.401506703,2.95302841183625,0.341719614293017,634253.364591605,778216.07304632,296662.156661612,194696.186523791,74165.5391654029,151278.726022703,0.38120795359614,15
Southern Fjords (odd),2013,576656,622913.812758257,54883.511516883,677797.32427514,0.725186140303044,0.080973337532097,634253.364591605,778216.07304632,296662.156661612,194696.186523791,74165.5391654029,151278.726022703,0.38120795359614,14
Southern Fjords (odd),2015,48251,440518.209760863,11210.2538547506,451728.463615613,0.099847704630706,0.024816354862884,634253.364591605,778216.07304632,296662.156661612,194696.186523791,74165.5391654029,151278.726022703,0.38120795359614,9
Southern Fjords (odd),2017,4537,42804.4366383717,1180.29545427843,43984.7320926501,0.209161334338057,0.026834208101853,634253.364591605,778216.07304632,296662.156661612,194696.186523791,74165.5391654029,151278.726022703,0.38120795359614,8
Southern Fjords (odd),2019,7320,8383.40392937311,569.629153497528,8953.03308287064,0.760203476199849,0.063624153761631,634253.364591605,778216.07304632,296662.156661612,194696.186523791,74165.5391654029,151278.726022703,0.38120795359614,6
Southern Fjords (odd),2021,4858,5641.10616537474,731.986644122172,6373.09280949691,,0.114855795451683,634253.364591605,778216.07304632,296662.156661612,194696.186523791,74165.5391654029,151278.726022703,0.38120795359614,4
Georgia Strait (odd),1953,471625,949097.474371193,,,0,,,,,,,,,36
Georgia Strait (odd),1955,337975,498751.562427228,,,0,,,,,,,,,38
Georgia Strait (odd),1957,424675,470045.660085116,,,2.13649051512837,,,,,,,,,38
Georgia Strait (odd),1959,374926,419402.035512677,584846.058936424,1004248.0944491,2.34877650267998,0.582372087305032,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,34
Georgia Strait (odd),1961,348975,396339.736794285,588741.909394044,985081.646188329,2.34053367599983,0.597657982637398,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,28
Georgia Strait (odd),1963,401577,456780.729763292,470865.771340643,927646.501103935,0.451832706718231,0.507591815179915,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,26
Georgia Strait (odd),1965,109000,127601.769799602,78786.7037060752,206388.473505677,2.03687246679306,0.38173984412898,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,19
Georgia Strait (odd),1967,75951,88148.944862576,171759.5867563,259908.531618876,1.16911193117415,0.660846281907222,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,22
Georgia Strait (odd),1969,60225,69148.5542091722,33907.4289500773,103055.983159249,2.98267911785756,0.329019508723536,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,23
Georgia Strait (odd),1971,109750,125919.675946167,80328.2727235717,206247.948669739,2.06714218936011,0.389474286855574,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,23
Georgia Strait (odd),1973,125573,143901.962537389,116391.912081486,260293.874618876,1.48841310884643,0.447155785943516,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,25
Georgia Strait (odd),1975,131660,150738.174670007,63447.3927593714,214185.567429379,1.44108280715402,0.296226274817939,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,25
Georgia Strait (odd),1977,47109,90504.6543216278,126721.537577099,217226.191898727,1.65135633340373,0.583362146477152,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,22
Georgia Strait (odd),1979,50462,64639.2068312106,84816.2272853249,149455.434116536,3.04118624946642,0.56750179601493,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,26
Georgia Strait (odd),1981,88015,114103.670116802,82476.1968746921,196579.866991494,0.717866164282617,0.419555665271973,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,29
Georgia Strait (odd),1983,35661,46863.6706921633,35047.4933051542,81911.1639973175,2.76713634434463,0.427871996866044,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,26
Georgia Strait (odd),1985,47369,64614.6619209332,65063.5044807502,129678.166401683,8.14683532369356,0.501730601890324,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,22
Georgia Strait (odd),1987,225000,293432.255302031,232972.754863945,526405.010165975,1.91798426267194,0.442573209534021,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,22
Georgia Strait (odd),1989,80416,108295.897326394,454502.550503235,562798.447829629,8.03057830505325,0.807576055435076,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,25
Georgia Strait (odd),1991,204024,318152.613318671,551526.070276942,869678.683595614,0.998124995604709,0.634172230135277,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,26
Georgia Strait (odd),1993,89958,140104.911175788,177451.164594538,317556.075770325,1.6866186603771,0.558802611992474,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,28
Georgia Strait (odd),1995,54340,83394.0955054822,152909.462094077,236303.557599559,3.82868947796594,0.647089124037641,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,24
Georgia Strait (odd),1997,88044,140736.995016956,178553.100969371,319290.095986327,4.1982603760934,0.55921904003254,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,23
Georgia Strait (odd),1999,268663,574689.655823378,16160.8938067614,590850.549630139,1.55673754980902,0.027351914654015,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,27
Georgia Strait (odd),2001,500016,764844.155667639,129796.811039432,894640.966707071,0.883330600318935,0.145082570404951,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,22
Georgia Strait (odd),2003,192588,497052.56740761,178557.679768715,675610.247176325,1.16335873038036,0.264290958455688,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,11
Georgia Strait (odd),2005,224217,528050.615376935,50199.8283746789,578250.443751614,0.830857217353346,0.086813298488781,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,13
Georgia Strait (odd),2007,154700,394164.389007204,44570.2759065977,438734.664913802,5.90500170499219,0.101588225118602,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,10
Georgia Strait (odd),2009,1083698,1907779.9863508,419761.402783942,2327541.38913474,0.688787179881312,0.180345408568647,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,17
Georgia Strait (odd),2011,275527,664705.341616765,649349.055015813,1314054.39663258,6.32369168575153,0.494156906045783,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,17
Georgia Strait (odd),2013,1838426,3267365.6943721,936025.947884464,4203391.64225657,1.02312844490235,0.222683496459056,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,23
Georgia Strait (odd),2015,1846441,3061044.98535658,281889.796453645,3342934.78181023,0.250644926326446,0.084324049032449,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,26
Georgia Strait (odd),2017,482238,730680.86777822,36554.527058417,767235.394836637,2.08704049295683,0.047644474309218,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,24
Georgia Strait (odd),2019,751233,1230680.90482069,294279.65366129,1524960.55848198,2.11141907434076,0.192975255671025,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,18
Georgia Strait (odd),2021,1163488,1920651.97287162,677831.163993728,2598483.13686535,,0.260856479835164,997762.530244164,1683883.80671126,941564.4205354,217084.625159493,235391.10513385,276986.440566791,0.559162346465189,19
East Howe Sound-Burrard Inlet (odd),1953,121725,133015.090645304,,,0,,,,,,,,,7
East Howe Sound-Burrard Inlet (odd),1955,91600,100095.972915258,,,0,,,,,,,,,7
East Howe Sound-Burrard Inlet (odd),1957,160950,175878.240619114,,,3.14019269764377,,,,,,,,,7
East Howe Sound-Burrard Inlet (odd),1959,211075,230652.374269521,321639.192597054,552291.566866575,4.32826436224467,0.582372087305032,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,7
East Howe Sound-Burrard Inlet (odd),1961,367575,401667.873846354,596656.577771534,998324.451617889,4.72715177905289,0.597657982637398,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,7
East Howe Sound-Burrard Inlet (odd),1963,855600,934957.581073089,963787.423368096,1898745.00444119,0.139465626867425,0.507591815179915,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,7
East Howe Sound-Burrard Inlet (odd),1965,73775,80617.6899762356,49776.7551625739,130394.445138809,1.13865086922331,0.38173984412898,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,7
East Howe Sound-Burrard Inlet (odd),1967,28400,31132.7521519862,60662.6506142297,91795.4027662159,1.05010186681242,0.660846281907222,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,4
East Howe Sound-Burrard Inlet (odd),1969,20050,21936.0707440686,10756.4904097404,32692.561153809,3.17987673071015,0.329019508723536,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,5
East Howe Sound-Burrard Inlet (odd),1971,38925,42586.6111577492,27167.3897645263,69754.0009222754,4.42274087895672,0.389474286855574,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,5
East Howe Sound-Burrard Inlet (odd),1973,95175,104127.956761433,84221.5893021786,188349.546063611,0.633009054743206,0.447155785943516,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,5
East Howe Sound-Burrard Inlet (odd),1975,42400,46388.498730599,19525.4407512972,65913.9394818961,1.33763966966135,0.296226274817939,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,5
East Howe Sound-Burrard Inlet (odd),1977,23630,25852.8354953786,36198.2606227058,62051.0961180844,2.3072539468226,0.583362146477152,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,5
East Howe Sound-Burrard Inlet (odd),1979,23651,25798.1099065418,33850.9468267258,59649.0567332676,3.35469910618341,0.56750179601493,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,7
East Howe Sound-Burrard Inlet (odd),1981,46080,50234.4947248595,36310.4015198378,86544.8962446973,0.970396789339961,0.419555665271973,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,8
East Howe Sound-Burrard Inlet (odd),1983,25509,27889.7482690067,20857.6441261121,48747.3923951188,0.824226350457423,0.427871996866044,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,6
East Howe Sound-Burrard Inlet (odd),1985,10420,11453.9505643413,11533.5148665984,22987.4654309396,7.87543628884079,0.501730601890324,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,5
East Howe Sound-Burrard Inlet (odd),1987,46075,50282.6044375734,39922.2534874284,90204.8579250018,7.0887710450407,0.442573209534021,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,6
East Howe Sound-Burrard Inlet (odd),1989,66425,68587.9507116808,287853.919694624,356441.870406305,5.64612406174569,0.807576055435076,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,6
East Howe Sound-Burrard Inlet (odd),1991,115555,141669.027695563,245587.051163485,387256.078859048,3.31594250055833,0.634172230135277,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,9
East Howe Sound-Burrard Inlet (odd),1993,168548,207259.686571104,262506.663377388,469766.349948492,0.547759308292206,0.558802611992474,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,7
East Howe Sound-Burrard Inlet (odd),1995,,40065.4150498208,73463.0075032265,113528.422553047,0.057186720456789,0.647089124037641,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,0
East Howe Sound-Burrard Inlet (odd),1997,1,1009.9216068386,1281.28808360074,2291.20969043933,144.554000820619,0.55921904003254,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,1
East Howe Sound-Burrard Inlet (odd),1999,,141995.151756563,3993.05702714448,145988.208783707,1.63869293908149,0.027351914654015,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,0
East Howe Sound-Burrard Inlet (odd),2001,144773,198927.703930412,33758.7486368712,232686.452567284,0.922739423741449,0.145082570404951,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,2
East Howe Sound-Burrard Inlet (odd),2003,98148,135045.600201001,48512.8346899574,183558.434890958,1.48213524317799,0.264290958455688,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,1
East Howe Sound-Burrard Inlet (odd),2005,132840,182779.654508507,17376.1889855208,200155.843494028,0.50550915246746,0.086813298488781,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,1
East Howe Sound-Burrard Inlet (odd),2007,60330,83010.3625150424,9386.42572384821,92396.7882388906,0.97047353731221,0.101588225118602,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,1
East Howe Sound-Burrard Inlet (odd),2009,59865,66030.8494244262,14528.5107191159,80559.3601435421,2.05971096148175,0.180345408568647,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,4
East Howe Sound-Burrard Inlet (odd),2011,50000,68796.9190411424,67207.5453142988,136004.464355441,1.28647725275953,0.494156906045783,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,1
East Howe Sound-Burrard Inlet (odd),2013,50000,68796.9190411424,19708.7523652265,88505.6714063689,4.05599477971684,0.222683496459056,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,1
East Howe Sound-Burrard Inlet (odd),2015,253,255510.166530165,23529.7779613111,279039.944491476,0.253934079903553,0.084324049032449,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,1
East Howe Sound-Burrard Inlet (odd),2017,,61791.4350503549,3091.30399348598,64882.7390438409,2.20794044060964,0.047644474309218,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,0
East Howe Sound-Burrard Inlet (odd),2019,,110103.845236651,26327.9630943317,136431.808330983,2.03577084111335,0.192975255671025,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,0
East Howe Sound-Burrard Inlet (odd),2021,,165676.209545754,58469.9880814763,224146.197627231,,0.260856479835164,158773.634157338,87642.0748134196,75255.824378637,36859.6816548677,18813.9560946593,4478.97247996165,0.858672327633143,0
East Vancouver Island (odd),1953,20750,25464.5073821787,,,0,,,,,,,,,5
East Vancouver Island (odd),1955,17725,21637.1788822844,,,0,,,,,,,,,6
East Vancouver Island (odd),1957,187650,229067.228054198,,,0.542214407837182,,,,,,,,,6
East Vancouver Island (odd),1959,42550,51870.8699264612,72332.6814878507,124203.551414312,4.16169621362613,0.582372087305032,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,7
East Vancouver Island (odd),1961,71150,86853.8943568143,129016.908613633,215870.802970447,4.84059769543215,0.597657982637398,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,6
East Vancouver Island (odd),1963,170675,207020.59334992,213404.167512982,420424.760862902,0.9985648287127,0.507591815179915,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,7
East Vancouver Island (odd),1965,104700,127808.893031039,78914.5903074252,206723.483338465,0.256493257148114,0.38173984412898,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,6
East Vancouver Island (odd),1967,8750,11118.1776360337,21663.9416299925,32782.1192660262,1.43602800946306,0.660846281907222,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,6
East Vancouver Island (odd),1969,8600,10712.8842526219,5253.13024690826,15966.0144995301,14.311726715244,0.329019508723536,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,4
East Vancouver Island (odd),1971,76575,93605.7240427785,59714.1477127869,153319.871755565,1.7386676787322,0.389474286855574,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,7
East Vancouver Island (odd),1973,71800,89974.9795114496,72774.2674260553,162749.246937505,1.88826971095599,0.447155785943516,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,4
East Vancouver Island (odd),1975,97950,119569.064683766,50327.9638715903,169897.028555356,0.150494705323776,0.296226274817939,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,6
East Vancouver Island (odd),1977,6075,7497.19450298832,10497.3166524345,17994.5111554229,2.70536676486377,0.583362146477152,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,7
East Vancouver Island (odd),1979,7010,8772.21438451829,11510.4464535857,20282.660838104,4.18064689038985,0.56750179601493,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,5
East Vancouver Island (odd),1981,16000,21286.943180641,15386.5876078285,36673.5307884695,2.69447248861992,0.419555665271973,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,2
East Vancouver Island (odd),1983,26380,32815.5932291029,24541.4895379498,57357.0827670527,1.67503917735243,0.427871996866044,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,5
East Vancouver Island (odd),1985,21525,27388.5754496392,27578.8288371691,54967.4042868084,6.02923879046045,0.501730601890324,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),1987,70300,92049.1465394854,73083.1149769323,165132.261516418,3.49560696171727,0.442573209534021,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),1989,74100,94929.108176288,226838.52928727,321767.637463558,0.199895594658192,0.704976209153292,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,4
East Vancouver Island (odd),1991,7200,9217.03494535657,9758.87558391431,18975.9105292709,46.2389729136725,0.514277065591186,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,5
East Vancouver Island (odd),1993,50170,224175.521555169,202010.707627546,426186.229182715,0.121486062988023,0.473996327884493,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),1995,12750,13843.4307727494,13390.7707592747,27234.2015320241,0.383945184773117,0.491689493577727,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,4
East Vancouver Island (odd),1997,2545,3243.55267504523,2071.5659108919,5315.11858593713,1.45802171826388,0.389749706878206,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,6
East Vancouver Island (odd),1999,3500,4656.51882076523,72.6514237836168,4729.17024454884,17.1488082788124,0.015362403979294,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,2
East Vancouver Island (odd),2001,27006,73186.6211983163,6667.12730566826,79853.7485039846,0.189913013141273,0.083491726194113,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),2003,8420,10786.8163406794,3112.27541272178,13899.0917534012,8.21208497083763,0.22391933717253,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,4
East Vancouver Island (odd),2005,63957,83223.7577533041,5358.4946011751,88582.2523544792,3.64888632355209,0.060491740261153,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),2007,220398,292790.859481901,10883.1719787429,303674.031460644,2.34767324318514,0.035838336015746,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),2009,476103,632485.805551373,54891.4611034658,687377.266654839,0.207374902398193,0.079856381300764,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),2011,63034,83862.5735280329,47299.1086664259,131161.682194459,3.85486558266883,0.360616819448082,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,2
East Vancouver Island (odd),2013,223243,291883.143772716,31395.804594532,323278.948367248,1.52703719187524,0.09711676171028,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,4
East Vancouver Island (odd),2015,330335,431902.538033265,13813.8781891391,445716.416222404,0.177540779512003,0.030992527280499,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,4
East Vancouver Island (odd),2017,56052,74463.0770500618,2217.23622557677,76680.3132756386,1.57516100449365,0.028915325601326,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),2019,81394,108129.017580331,9162.31766353227,117291.335243864,1.94489669771622,0.078115895300217,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
East Vancouver Island (odd),2021,137458,182608.03620116,27691.7330181254,210299.769219285,,0.131677429418624,121629.021770584,199717.765375491,155777.03094538,13162.1174885705,38944.2577363449,16976.3367522615,0.779985849794091,3
Homathko-Klinaklini (odd),1953,58025,62101.7761832576,,,0,,,,,,,,,8
Homathko-Klinaklini (odd),1955,50150,53673.4868692868,,,0,,,,,,,,,8
Homathko-Klinaklini (odd),1957,45000,48584.8623170386,,,2.85873825143698,,,,,,,,,6
Homathko-Klinaklini (odd),1959,53725,58004.9272885088,80886.4770580085,138891.404346517,2.17642993862338,0.582372087305032,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,6
Homathko-Klinaklini (odd),1961,42050,50793.1289797841,75450.5313585989,126243.660338383,2.23468450699623,0.597657982637398,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,5
Homathko-Klinaklini (odd),1963,46000,55891.5879279557,57615.030465029,113506.618392985,1.36779342139826,0.507591815179914,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,3
Homathko-Klinaklini (odd),1965,38900,47264.8428347278,29183.3034446324,76448.1462793602,0.888038325308057,0.38173984412898,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,3
Homathko-Klinaklini (odd),1967,11800,14235.2962545287,27737.6956223715,41972.9918769002,2.12371452202329,0.660846281907222,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,5
Homathko-Klinaklini (odd),1969,15225,20284.8845286997,9946.82085234653,30231.7053810462,21.309056245072,0.329019508723536,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,3
Homathko-Klinaklini (odd),1971,218475,263900.80508581,168350.940261043,432251.745346853,0.766331216831452,0.389474286855574,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,5
Homathko-Klinaklini (odd),1973,100425,111804.684635059,90430.7404491504,202235.425084209,0.755475991104906,0.447155785943516,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,6
Homathko-Klinaklini (odd),1975,49100,59444.779000809,25020.9759340333,84465.7549348423,2.69655010954578,0.296226274817939,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,4
Homathko-Klinaklini (odd),1977,50000,66785.3085927299,93510.5167338267,160295.825326557,1.01996794175412,0.583362146477152,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,2
Homathko-Klinaklini (odd),1979,22498,29461.290552086,38657.5831926544,68118.8737447404,13.1236652642119,0.56750179601493,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,3
Homathko-Klinaklini (odd),1981,186030,224423.06459576,162217.050861505,386640.115457265,1.24317092913959,0.419555665271973,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,5
Homathko-Klinaklini (odd),1983,132271,159621.555799539,119374.673934327,278996.229733866,1.69192641193808,0.427871996866044,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,6
Homathko-Klinaklini (odd),1985,115735,134566.583022396,135501.343149493,270067.926171889,0.793580241541143,0.501730601890324,60170.8906674161,30374.9965689722,16338.0818134482,3222.35050770274,4084.52045336206,5178.20833209166,0.537879297413237,9
