farm,year,month,date,lep.av,lep.tot,cal.av,cal.tot,inventory
Burdwood,2005,8,NA,0.233333333333333,168504,0.116666666666667,84252,722160
Burdwood,2005,9,NA,1.2,864753.6,0.15,108094.2,720628
Burdwood,2005,10,NA,2.61666666666667,1881668.55,0.766666666666667,551316.9,719109
Burdwood,2005,11,NA,2.71666666666667,1949308.85,0.0666666666666667,47835.8,717537
Burdwood,2005,12,NA,4.38333333333333,3141276.38333333,0.733333333333333,525536.733333333,716641
Burdwood,2006,1,NA,5.88333333333333,4210130.98333333,0.183333333333333,131193.883333333,715603
Burdwood,2006,2,NA,1.33333333333333,952746.666666667,0,0,714560
Burdwood,2006,3,NA,0.283333333333333,202051.8,0.0166666666666667,11885.4,713124
Burdwood,2006,4,NA,0,0,0,0,710837
Burdwood,2006,5,NA,0.0166666666666667,11121.3666666667,0.0166666666666667,11121.3666666667,667282
Burdwood,2006,6,NA,0.183333333333333,113819.75,0.0166666666666667,10347.25,620835
Burdwood,2006,7,NA,0.0833333333333333,32139.6666666667,0,0,385676
Burdwood,2007,3,NA,0.133333333333333,80980.5333333333,0.183333333333333,111348.233333333,607354
Burdwood,2007,4,NA,0.1,59282.5,0.05,29641.25,592825
Burdwood,2007,5,NA,0.633333333333333,374039.7,0.0333333333333333,19686.3,590589
Burdwood,2007,6,NA,0.333333333333333,195611.333333333,0.0166666666666667,9780.56666666667,586834
Burdwood,2007,7,NA,0.05,29056.6,0,0,581132
Burdwood,2007,8,NA,0.15,86743.5,0,0,578290
Burdwood,2007,9,NA,0.283333333333333,163418.166666667,0.0166666666666667,9612.83333333333,576770
Burdwood,2007,10,NA,0.45,259064.55,0.05,28784.95,575699
Burdwood,2007,11,NA,0.233333333333333,133974.4,0,0,574176
Burdwood,2007,12,NA,0.266666666666667,152454.133333333,0,0,571703
Burdwood,2008,1,NA,0.566666666666667,322437.3,0.116666666666667,66384.15,569007
Burdwood,2008,2,NA,1.33333333333333,756138.666666667,0.316666666666667,179582.933333333,567104
Burdwood,2008,4,NA,0.0666666666666667,37646.8666666667,0.0166666666666667,9411.71666666667,564703
Burdwood,2008,5,NA,0.0166666666666667,9394.35,0,0,563661
Burdwood,2008,6,NA,0,0,0,0,562336
Burdwood,2008,7,NA,0.05,28050.45,0,0,561009
Burdwood,2008,8,NA,0.0666666666666667,37248.4,0,0,558726
Burdwood,2008,9,NA,0.333333333333333,185590.666666667,0.0666666666666667,37118.1333333333,556772
Burdwood,2008,10,NA,0.416666666666667,201696.25,0,0,484071
Burdwood,2008,11,NA,0.6,263590.8,0,0,439318
Burdwood,2009,5,NA,0.05,0,0,0,0
Burdwood,2009,6,NA,0,0,0,0,670144
Burdwood,2009,7,NA,0.0166666666666667,11146.5333333333,0,0,668792
Burdwood,2009,8,NA,0.05,33385.9,0.15,100157.7,667718
Burdwood,2009,9,NA,1.36666666666667,911753.9,0.0666666666666667,44475.8,667137
Burdwood,2009,10,NA,1.58333333333333,1055298,0.366666666666667,244384.8,666504
Burdwood,2009,11,NA,2.03333333333333,1351601.4,0.566666666666667,376675.8,664722
Burdwood,2009,12,NA,1.58333333333333,1049634.41666667,1.13333333333333,751317.266666667,662927
Burdwood,2010,1,NA,0.466666666666667,308507.733333333,0.2,132217.6,661088
Burdwood,2010,2,NA,0.133333333333333,87936.2666666667,0.0166666666666667,10992.0333333333,659522
Burdwood,2010,3,NA,0.133333333333333,87768.4,0.0166666666666667,10971.05,658263
Burdwood,2010,4,NA,0.116666666666667,76693.6333333333,0.183333333333333,120518.566666667,657374
Burdwood,2010,5,NA,0.366666666666667,240528.2,0.383333333333333,251461.3,655986
Burdwood,2010,6,NA,0.9,573715.8,0.633333333333333,403725.933333333,637462
Burdwood,2010,7,NA,0.533333333333333,229729.6,0.15,64611.45,430743
Burdwood,2010,11,NA,0.216666666666667,107701.1,0.0777777777777778,38661.9333333333,497082
Burdwood,2010,12,NA,1.33,760224.01,1.42,811667.74,571597
Burdwood,2011,1,NA,2.01666666666667,1116721.1,0.433333333333333,239956.6,553746
Burdwood,2011,2,NA,0.1,60324.4,0.0166666666666667,10054.0666666667,603244
Burdwood,2011,3,NA,0.2,115464.2,0,0,577321
Burdwood,2011,4,NA,0.133333333333333,75719.6,0,0,567897
Burdwood,2011,5,NA,0.0833333333333333,47201.5833333333,0.305555555555556,173072.472222222,566419
Burdwood,2011,6,NA,0.127272727272727,69565.2363636364,0.204545454545455,111801.272727273,546584
Burdwood,2011,7,NA,0.105555555555556,57307.4833333333,0.0555555555555556,30161.8333333333,542913
Burdwood,2011,8,NA,0.0527777777777778,29642.0055555556,0.0333333333333333,18721.2666666667,561638
Burdwood,2011,9,NA,0.216666666666667,102273.6,0.05,23601.6,472032
Burdwood,2011,10,NA,0.5,177748,0,0,355496
Burdwood,2012,2,NA,1.73125,1085483.3625,0.66875,419302.2375,626994
Burdwood,2012,3,NA,0.353571428571429,221177.314285714,0.0785714285714286,49150.5142857143,625552
Burdwood,2012,4,NA,0.308333333333333,192578.216666667,0.0333333333333333,20819.2666666667,624578
Burdwood,2012,5,NA,0.0857142857142857,53433.7714285714,0.45,280527.3,623394
Burdwood,2012,7,NA,0.333333333333333,207002,0.0166666666666667,10350.1,621006
Burdwood,2012,9,NA,1.65,1013317.8,0.0666666666666667,40942.1333333333,614132
Burdwood,2012,10,NA,0.866666666666667,530628.8,0.133333333333333,81635.2,612264
Burdwood,2012,11,NA,1,571092,0.0333333333333333,19036.4,571092
Burdwood,2012,12,NA,1.70625,894556.1625,0.01875,9830.2875,524282
Burdwood,2013,1,NA,2.36585365853659,1179860.68292683,0.0894308943089431,44599.5447154472,498704
Burdwood,2013,2,NA,1.71666666666667,601578.366666667,0.0833333333333333,29202.8333333333,350434
Burdwood,2013,6,NA,0.25,161556,0.133333333333333,86163.2,646224
Burdwood,2013,7,NA,0.333333333333333,218094,0.0666666666666667,43618.8,654282
Burdwood,2013,8,NA,0.358333333333333,234109.558333333,0.0833333333333333,54444.0833333333,653329
Burdwood,2013,9,NA,2.225,1451162.8,0.2,130441.6,652208
Burdwood,2013,10,NA,5.01666666666667,3266241.3,0.0583333333333333,37979.55,651078
Burdwood,2013,11,NA,5.55,3608776.5,0.2375,154429.625,650230
Burdwood,2013,12,NA,1.175,762704.25,0.0166666666666667,10818.5,649110
Burdwood,2014,1,NA,0.0666666666666667,43204.6,0,0,648069
Burdwood,2014,2,NA,0.025,16177.95,0,0,647118
Burdwood,2014,3,NA,0.0166666666666667,10767.2,0,0,646032
Burdwood,2014,4,NA,0.0333333333333333,21477.6333333333,0.0583333333333333,37585.8583333333,644329
Burdwood,2014,5,NA,0.075,48241.65,0.125,80402.75,643222
Burdwood,2014,6,NA,0.1,53948.5,0.075,40461.375,539485
Burdwood,2014,7,NA,0.07,30171.89,0.05,21551.35,431027
Burdwood,2014,8,NA,0.208333333333333,60239.375,0.0166666666666667,4819.15,289149
Burdwood,2015,2,NA,0.116666666666667,74912.25,0.741666666666667,476227.875,642105
Burdwood,2015,3,NA,0.925,594850.85,0.9875,635043.475,643082
Burdwood,2015,4,NA,4.34285714285714,2786750.62857143,5.48095238095238,3517050.40952381,641686
Burdwood,2015,5,NA,1.3,832613.6,0.283333333333333,181467.066666667,640472
Burdwood,2015,6,NA,0.575,367415.8,0.0916666666666667,58573.5333333333,638984
Burdwood,2015,7,NA,0.216666666666667,137946.683333333,0.0916666666666667,58362.0583333333,636677
Burdwood,2015,8,NA,0.15,95118.9,0,0,634126
Burdwood,2015,9,NA,0.366666666666667,231643.866666667,0,0,631756
Burdwood,2015,10,NA,1.26666666666667,752823.066666667,0.05,29716.7,594334
Burdwood,2015,11,NA,2.54,1337617.34,0.26,136921.46,526621
Burdwood,2015,12,NA,2.06111111111111,891350.172222222,0.155555555555556,67271.7111111111,432461
Burdwood,2016,4,NA,0.891666666666667,560783.433333333,2.5,1572290,628916
Burdwood,2016,5,NA,0.4625,328887.45,3.90833333333333,2779247.1,711108
Burdwood,2016,6,NA,0.490721649484536,344540.086597938,1.63092783505155,1145089.11134021,702109
Burdwood,2016,7,NA,0.445098039215686,303474.519607843,0.558823529411765,381014.264705882,681815
Burdwood,2016,8,NA,0.729896907216495,488065.274226804,0.274226804123711,183369.156701031,668677
Burdwood,2016,9,NA,1.39111111111111,920272.862222222,0.226666666666667,149948.613333333,661538
Burdwood,2016,10,NA,1.11818181818182,736369.690909091,0.148484848484848,97783.5090909091,658542
Burdwood,2016,11,NA,0.816666666666667,536718.233333333,0.0833333333333333,54767.1666666667,657206
Burdwood,2016,12,NA,1.85555555555556,1214216.17777778,0.588888888888889,385350.044444444,654368
Burdwood,2017,1,NA,2.67333333333333,1743098.88,0.886666666666667,578135.04,652032
Burdwood,2017,2,NA,0.944444444444444,613783.111111111,0.211111111111111,137198.577777778,649888
Burdwood,2017,3,NA,0.223809523809524,145032.6,0.0476190476190476,30858,648018
Burdwood,2017,4,NA,0.201680672268908,130424.268907563,0.319327731092437,206505.092436975,646687
Burdwood,2017,5,NA,0.171428571428571,110593.371428571,0.547619047619048,353284.380952381,645128
Burdwood,2017,6,NA,0.361111111111111,232064.083333333,0.261111111111111,167800.183333333,642639
Burdwood,2017,7,NA,0.383333333333333,236056.283333333,0.366666666666667,225792.966666667,615799
Burdwood,2017,8,NA,0.166666666666667,94002.5,0.00555555555555556,3133.41666666667,564015
Burdwood,2017,9,NA,0.177777777777778,87626.8444444444,0.0277777777777778,13691.6944444444,492901
Burdwood,2017,10,NA,0.694444444444444,299088.888888889,0.15,64603.2,430688
Burdwood,2017,11,NA,0.755555555555556,273434.044444444,0.0555555555555556,20105.4444444444,361898
Burdwood,2017,12,NA,0.811111111111111,209615.444444444,0.0111111111111111,2871.44444444444,258430
Burdwood,2018,4,NA,0.883333333333333,639301.9,0.583333333333333,422180.5,723738
Burdwood,2018,5,NA,0.111111111111111,80093.3333333333,0.177777777777778,128149.333333333,720840
Burdwood,2018,6,NA,0.166666666666667,119607.666666667,0.0888888888888889,63790.7555555556,717646
Burdwood,2018,7,NA,0.227777777777778,162507.372222222,0.127777777777778,91162.6722222222,713447
Burdwood,2018,8,NA,0.172222222222222,122070.077777778,0.0555555555555556,39377.4444444444,708794
Burdwood,2018,9,NA,0.611111111111111,431957.166666667,0.138888888888889,98172.0833333333,706839
Burdwood,2018,10,NA,0.605555555555556,427195.222222222,0.116666666666667,82303.6666666667,705460
Burdwood,2018,11,NA,0.466666666666667,328540.8,0.0444444444444444,31289.6,704016
Burdwood,2018,12,NA,0.761111111111111,532790.716666667,0.361111111111111,252783.916666667,700017
Burdwood,2019,1,NA,0.7,487380.6,1.11666666666667,777488.1,696258
Burdwood,2019,2,NA,0.994444444444444,689020.722222222,1.67222222222222,1158632.61111111,692870
Burdwood,2019,3,NA,1.46666666666667,1011708.13333333,2.00416666666667,1382476.17083333,689801
Burdwood,2019,4,NA,0.6,411287.4,0.241666666666667,165657.425,685479
Burdwood,2019,5,NA,0.214814814814815,146377.607407407,0.0925925925925926,63093.7962962963,681413
Burdwood,2019,6,NA,0.166666666666667,107367.166666667,0.377777777777778,243365.577777778,644203
Burdwood,2019,7,NA,0.111111111111111,64863,0.0833333333333333,48647.25,583767
Burdwood,2019,8,NA,0.220833333333333,120994.804166667,0.170833333333333,93599.7541666667,547901
Burdwood,2019,9,NA,0.495238095238095,201483.657142857,0.395238095238095,160799.457142857,406842
Burdwood,2019,10,NA,0.511111111111111,135868.666666667,0.127777777777778,33967.1666666667,265830
Burdwood,2019,11,NA,0.711111111111111,130975.288888889,0.0722222222222222,13302.1777777778,184184
Burdwood,2019,12,NA,0.563981042654028,72334.5165876777,0.042654028436019,5470.67772511848,128257
Cecil Island,2003,10,NA,0.0833333333333333,72758.0833333333,0.0166666666666667,14551.6166666667,873097
Cecil Island,2003,11,NA,0.283333333333333,247096.983333333,0.116666666666667,101745.816666667,872107
Cecil Island,2003,12,NA,0.575,500793.95,0.05,43547.3,870946
Cecil Island,2004,1,NA,1.75,1259875.75,0.0166666666666667,11998.8166666667,719929
Cecil Island,2004,2,NA,1.36065573770492,773085.131147541,0.147540983606557,83828.5081967213,568171
Cecil Island,2004,3,NA,2.03333333333333,1152007.36666667,0.216666666666667,122754.883333333,566561
Cecil Island,2004,4,NA,12.975,7313825.85,0.0166666666666667,9394.76666666667,563686
Cecil Island,2004,5,NA,34.7619047619048,19369263.8095238,0.134920634920635,75177.5079365079,557198
Cecil Island,2004,6,NA,25.3174603174603,12522522.2222222,0.674603174603175,333672.222222222,494620
Cecil Island,2004,7,NA,1.79365079365079,764152.634920635,0,0,426032
Cecil Island,2004,8,NA,0.833333333333333,243115.833333333,0.0476190476190476,13892.3333333333,291739
Cecil Island,2005,1,NA,1.3,1144438.1,0.7,616235.9,880337
Cecil Island,2005,2,NA,1.11666666666667,723630.15,0.416666666666667,270011.25,648027
Cecil Island,2005,3,NA,0.783333333333333,506670.966666667,0.616666666666667,398868.633333333,646814
Cecil Island,2005,4,NA,1.25,806333.75,1.81666666666667,1171871.71666667,645067
Cecil Island,2005,5,NA,1.01666666666667,652251.65,0.116666666666667,74848.55,641559
Cecil Island,2005,6,NA,1.21666666666667,776733.383333333,0.233333333333333,148962.566666667,638411
Cecil Island,2005,7,NA,1.2,763948.8,0.0166666666666667,10610.4,636624
Cecil Island,2005,9,NA,1.38333333333333,875182.433333333,0.1,63266.2,632662
Cecil Island,2005,10,NA,2.75,1726208,0,0,627712
Cecil Island,2005,11,NA,3.4,2115072,0.0833333333333333,51840,622080
Cecil Island,2005,12,NA,6.1,3782652.7,0.1,62010.7,620107
Cecil Island,2006,1,NA,8.83333333333333,5467329.83333333,0.616666666666667,381681.516666667,618943
Cecil Island,2006,2,NA,6.61666666666667,4089298.5,0.266666666666667,164808,618030
Cecil Island,2006,3,NA,0.816666666666667,412455.866666667,0,0,505048
Cecil Island,2006,4,NA,0.633333333333333,210692.266666667,0,0,332672
Cecil Island,2006,11,NA,0.15,91945.2,0.0833333333333333,51080.6666666667,612968
Cecil Island,2006,12,NA,0.0666666666666667,40697.9333333333,0.183333333333333,111919.316666667,610469
Cecil Island,2007,1,NA,1.85,1126185.65,0.0333333333333333,20291.6333333333,608749
Cecil Island,2007,2,NA,1.2,728364,0.0166666666666667,10116.1666666667,606970
Cecil Island,2007,3,NA,0.683333333333333,412142.933333333,0,0,603136
Cecil Island,2007,4,NA,0.9,531426.6,0,0,590474
Cecil Island,2007,5,NA,0.466666666666667,272050.333333333,0,0,582965
Cecil Island,2007,6,NA,0.1,57964.7,0,0,579647
Cecil Island,2007,7,NA,0,0,0.0166666666666667,9629.36666666667,577762
Cecil Island,2007,8,NA,0,0,0,0,575618
Cecil Island,2007,9,NA,0,0,0,0,574496
Cecil Island,2007,10,NA,0,0,0,0,573110
Cecil Island,2007,11,NA,0.05,28585.65,0,0,571713
Cecil Island,2007,12,NA,0.05,28546.1,0,0,570922
Cecil Island,2008,1,NA,0.0666666666666667,38001.8666666667,0.4,228011.2,570028
Cecil Island,2008,2,NA,0.366666666666667,208639.933333333,0.116666666666667,66385.4333333333,569018
Cecil Island,2008,3,NA,0.516666666666667,288276.233333333,0.15,83693.1,557954
Cecil Island,2008,4,NA,0.216666666666667,110207.066666667,0,0,508648
Cecil Island,2009,1,NA,0.65,151743.15,0.0666666666666667,15563.4,233451
Cecil Island,2009,2,NA,1.08333333333333,301860,0.233333333333333,65016,278640
Cecil Island,2009,3,NA,0.616666666666667,171393.866666667,0.0333333333333333,9264.53333333333,277936
Cecil Island,2009,4,NA,0.05,13865.15,0,0,277303
Cecil Island,2009,5,NA,0,0,0,0,276778
Cecil Island,2009,6,NA,0.0166666666666667,4605.26666666667,0.0166666666666667,4605.26666666667,276316
Cecil Island,2009,7,NA,0,0,0,0,165426
Cecil Island,2010,1,NA,0.133333333333333,78280.5333333333,0.2,117420.8,587104
Cecil Island,2010,2,NA,0.05,35168.85,0.075,52753.275,703377
Cecil Island,2010,3,NA,0.0166666666666667,11689.95,0.0666666666666667,46759.8,701397
Cecil Island,2010,4,NA,0,0,0,0,699135
Cecil Island,2010,5,NA,0.05,34745.05,0.116666666666667,81071.7833333333,694901
Cecil Island,2010,6,NA,0,0,0.0166666666666667,11527.0166666667,691621
Cecil Island,2010,7,NA,0,0,0.0166666666666667,11502.9333333333,690176
Cecil Island,2010,8,NA,0,0,0,0,688196
Cecil Island,2010,9,NA,0.0166666666666667,11428.1,0,0,685686
Cecil Island,2010,10,NA,0.05,34101.4,0.0333333333333333,22734.2666666667,682028
Cecil Island,2011,5,NA,0.291666666666667,9538.66666666667,0.116666666666667,3815.46666666667,32704
Cecil Island,2011,6,NA,0.53,17240.37,0.04,1301.16,32529
Cecil Island,2011,7,NA,0.25625,7540.925,0,0,29428
Cecil Island,2011,8,NA,0.1875,5112.375,0.0125,340.825,27266
Cecil Island,2011,9,NA,0.2,5039,0,0,25195
Cecil Island,2011,10,NA,0.025,627.1,0.1,2508.4,25084
Cecil Island,2011,11,NA,0.2,5106.4,0,0,25532
Cecil Island,2011,12,NA,0.583333333333333,13575.3333333333,0.116666666666667,2715.06666666667,23272
Cecil Island,2012,1,NA,1.16666666666667,20914.8333333333,0.25,4481.75,17927
Cecil Island,2012,2,NA,1.38333333333333,115899.816666667,0.25,20945.75,83783
Cecil Island,2012,3,NA,0.0166666666666667,1438.13333333333,0,0,86288
Cecil Island,2012,4,NA,1.47857142857143,115726.307142857,0,0,78269
Cecil Island,2012,5,NA,1.33333333333333,109476,0.0333333333333333,2736.9,82107
Cecil Island,2012,6,NA,0.4625,35732.75,0.0125,965.75,77260
Cecil Island,2012,7,NA,0.478571428571429,38781.5142857143,0,0,81036
Cecil Island,2012,8,NA,0,0,0.025,1738.45,69538
Cecil Island,2012,9,NA,0.2625,18732.525,0,0,71362
Cecil Island,2012,10,NA,0.0833333333333333,5630.66666666667,0,0,67568
Cecil Island,2012,11,NA,0.216666666666667,14367.1666666667,0,0,66310
Cecil Island,2012,12,NA,0.525,34503.525,0,0,65721
Cecil Island,2013,1,NA,0.942857142857143,61587.4285714286,0,0,65320
Cecil Island,2013,2,NA,0.891666666666667,50230.2583333333,0,0,56333
Cecil Island,2013,3,NA,0.515267175572519,34853.7022900763,0.259541984732824,17555.9389312977,67642
Cecil Island,2013,4,NA,2.8,142206.4,0,0,50788
Cecil Island,2013,5,NA,4.38611111111111,320133.477777778,0.0222222222222222,1621.95555555556,72988
Cecil Island,2013,6,NA,0.516666666666667,8947.63333333334,0,0,17318
Cecil Island,2013,7,NA,0.1375,3920.95,0,0,28516
Cecil Island,2013,8,NA,0.0875,2158.1,0,0,24664
Cecil Island,2013,9,NA,0.425,10964.15,0,0,25798
Cecil Island,2013,10,NA,0.725,18564.35,0.075,1920.45,25606
Cecil Island,2013,11,NA,0.29,7398.19,0.04,1020.44,25511
Cecil Island,2013,12,NA,0.9,19418.4,1.85,39915.6,21576
Cecil Island,2014,1,NA,1.83333333333333,43032,2.6,61027.2,23472
Cecil Island,2014,2,NA,1.53333333333333,94240.2,0.183333333333333,11267.85,61461
Cecil Island,2014,3,NA,0.1,8370,0,0,83700
Cecil Island,2014,4,NA,1.14166666666667,96287.025,0.283333333333333,23896.05,84339
Cecil Island,2014,5,NA,1.2875,108326.3875,0.575,48378.775,84137
Cecil Island,2014,6,NA,0.233333333333333,19248.1333333333,0.0666666666666667,5499.46666666667,82492
Cecil Island,2014,7,NA,0.2125,17445.1875,0.0375,3078.5625,82095
Cecil Island,2014,8,NA,0.333333333333333,25761.3333333333,0.133333333333333,10304.5333333333,77284
Cecil Island,2014,9,NA,3.05,217208.8,0.1,7121.6,71216
Cecil Island,2014,10,NA,1.075,79075.925,0.1,7355.9,73559
Cecil Island,2014,11,NA,2.04,152163.6,0.06,4475.4,74590
Cecil Island,2014,12,NA,2.4,171458.4,0.55,39292.55,71441
Cecil Island,2015,1,NA,4.325,304038.85,0.9,63268.2,70298
Cecil Island,2015,2,NA,3.6,197586,0.216666666666667,11891.75,54885
Cecil Island,2015,3,NA,6.6375,474402.0375,0.25,17868.25,71473
Cecil Island,2015,4,NA,0.5,24765,0.05,2476.5,49530
Cecil Island,2015,5,NA,0.1,6135.8,0,0,61358
Cecil Island,2015,7,NA,0.116666666666667,7023.33333333333,0,0,60200
Cecil Island,2015,10,NA,0.19,4175.44,0.04,879.04,21976
Cecil Island,2015,11,NA,0,0,0,0,20640
Cecil Island,2015,12,NA,0.75,14735.25,0.3875,7613.2125,19647
Cecil Island,2016,1,NA,0.9,19246.5,0.29375,6281.84375,21385
Cecil Island,2016,2,NA,1.15,49770.85,2.9625,128214.0375,43279
Cecil Island,2016,3,NA,0.966666666666667,41421.6666666667,1.83333333333333,78558.3333333333,42850
Cecil Island,2017,5,NA,0.0166666666666667,12084.7833333333,0.358333333333333,259822.841666667,725087
Cecil Island,2017,6,NA,0.0111111111111111,8043,0,0,723870
Cecil Island,2019,5,NA,0.0571428571428571,33512.8571428571,0.585714285714286,343506.785714286,586475
Cecil Island,2019,6,NA,0,0,0,0,584560
Cliff Bay,2003,12,NA,0.65,411894.6,0.266666666666667,168982.4,633684
Cliff Bay,2004,1,NA,0.166666666666667,104294.833333333,0.116666666666667,73006.3833333333,625769
Cliff Bay,2004,2,NA,1.05,652265.25,0.05,31060.25,621205
Cliff Bay,2004,3,NA,0.941666666666667,581901.975,0.208333333333333,128739.375,617949
Cliff Bay,2004,4,NA,1.96666666666667,1211212.96666667,0.575,354125.825,615871
Cliff Bay,2004,5,NA,3.81666666666667,2342971.51666667,0.433333333333333,266014.233333333,613879
Cliff Bay,2004,6,NA,4.09166666666667,2507582.00833333,0.108333333333333,66392.1916666667,612851
